# name	source	id
mac-address	wikidata	Q20484
network-interface-controller	wikidata	Q165233
wireless-communication	wikidata	Q249
cellular-network	wikidata	Q535695
5g	wikidata	Q1363408
satellite-internet	wikidata	Q877159
fiber-optic-communication	wikidata	Q1529430
telecommunication	wikidata	Q418
signal-modulation	wikidata	Q170474
signal-processing	wikidata	Q208163
digital-signal	wikidata	Q175022
analog-signal	wikidata	Q174948
analog-to-digital-converter	wikidata	Q190169
signal-sampling	wikidata	Q210868
nyquist-shannon-sampling-theorem	wikidata	Q679800
signal-quantization	wikidata	Q198099
python-language	wikidata	Q28865
c-language	wikidata	Q15777
c-plus-plus	wikidata	Q2407
java-language	wikidata	Q251
typescript	wikidata	Q978185
rust-language	wikidata	Q575650
go-language	wikidata	Q37227
haskell	wikidata	Q34010
lisp	wikidata	Q132874
clojure	wikidata	Q51798
ocaml	wikidata	Q212587
elixir-language	wikidata	Q5362035
prolog	wikidata	Q163468
ruby-language	wikidata	Q161053
php	wikidata	Q59
perl	wikidata	Q42478
swift-language	wikidata	Q17118377
kotlin	wikidata	Q3816639
scala	wikidata	Q460584
c-sharp	wikidata	Q2370
fortran	wikidata	Q83303
cobol	wikidata	Q131140
ada-language	wikidata	Q154755
pascal-language	wikidata	Q81571
julia-language	wikidata	Q2613697
r-language	wikidata	Q206904
matlab	wikidata	Q37805571
lua	wikidata	Q207316
zig-language	wikidata	Q51885456
nim-language	wikidata	Q20080327
elm-language	wikidata	Q5366250
f-sharp	wikidata	Q648619
smalltalk	wikidata	Q235086
apl	wikidata	Q296187
forth-language	wikidata	Q275472
solidity	wikidata	Q24909565
datalog	wikidata	Q1172264
algol	wikidata	Q188436
wikidata-query-service	wikidata	Q20950365
sparql-endpoint	wikidata	Q26261192
internet-engineering-task-force	wikidata	Q217082
world-wide-web-consortium	wikidata	Q37033
linux-foundation	wikidata	Q858851
apache-software-foundation	wikidata	Q489709
mozilla-foundation	wikidata	Q55672
soap	wikidata	Q189620
graphql	wikidata	Q25104949
openssh	wikidata	Q847062
data-block	wikidata	Q1146944
arch-linux	wikidata	Q185576
x86	wikidata	Q182933
hdmi	wikidata	Q184292
memcached	wikidata	Q306661
erlang-language	wikidata	Q334879
wordnet	wikidata	Q533822
schema-org	wikidata	Q3475322
big-o-notation	wikidata	Q269878
lamport-timestamp	wikidata	Q1801707
two-phase-commit	wikidata	Q1067690
strong-consistency	wikidata	Q7624548
operational-transformation	wikidata	Q4335231
command-query-responsibility-segregation	wikidata	Q17346887
noisy-channel-coding-theorem	wikidata	Q2345282
sql	wikidata	Q47607
document-oriented-database	wikidata	Q1235236
time-series-database	wikidata	Q7805429
in-memory-database	wikidata	Q1572823
key-value-database	wikidata	Q20706915
replication-in-computing	wikidata	Q7443829
internet-backbone	wikidata	Q1360517
public-key-infrastructure	wikidata	Q658476
monolithic-application	wikidata	Q6901701
debugging	wikidata	Q845566
software-versioning	wikidata	Q10859422
distributed-version-control	wikidata	Q1186723
search-engine-indexing	wikidata	Q2258979
data-link-layer	wikidata	Q194134
wide-column-store	wikidata	Q25099437
bitemporal-modeling	wikidata	Q4918841
postscript	wikidata	Q218170
epub	wikidata	Q475488
av1	wikidata	Q26046105
mbox	wikidata	Q285972
gzip	wikidata	Q10287816
base64	wikidata	Q726780
messagepack	wikidata	Q6821738
truetype	wikidata	Q751800
opentype	wikidata	Q260180
ext4	wikidata	Q283827
btrfs	wikidata	Q283820
websocket	wikidata	Q859938
ethernet-hub	wikidata	Q128003
xmpp	wikidata	Q188951
matrix-protocol	wikidata	Q22906785
libp2p	wikidata	Q136311893
remote-procedure-call	wikidata	Q62270
json	wikidata	Q2063
ascii	wikidata	Q8815
heif	wikidata	Q24907733
mp3	wikidata	Q42591
wikimedia-foundation	wikidata	Q180
git	wikidata	Q186055
docker	wikidata	Q15206305
redis	wikidata	Q2136322
mysql	wikidata	Q850
sqlite	wikidata	Q319417
debian	wikidata	Q7715973
ubuntu	wikidata	Q381
android	wikidata	Q94
ios	wikidata	Q48493
unix	wikidata	Q11368
linux	wikidata	Q388
openstreetmap	wikidata	Q936
representational-state-transfer	wikidata	Q749568
multiprocessing	wikidata	-
freeware	wikidata	-
telecommunications-engineering	wikidata	-
word-processing	wikidata	-
cd-rom	wikidata	-
disk-partition	wikidata	-
translator-program	wikidata	-
extent	wikidata	-
practical-application	wikidata	-
computer-operation	wikidata	-
data-operation	wikidata	-
