sub	sup	status	for	against
abbess	adviser	single	isco	
abbess	agent	single	wordnet	
abbess	analyst.person	single	isco	
abbess	architect	single	isco	
abbess	artist	single	isco	
abbess	attribute	single	sumo	
abbess	copywriter	single	isco	
abbess	developer	single	isco	
abbess	editor	single	isco	
abbess	educator	single	isco	
abbess	engineer	single	isco	
abbess	epidemiologist	single	isco	
abbess	expert	single	isco	
abbess	hearer	single	isco	
abbess	immunologist	single	isco	
abbess	monk	single	wikidata	
abbess	nun	single	wikidata	
abbess	organism	single	wordnet	
abbess	person	single	wordnet	
abbess	physical-object	single	wordnet	
abbess	practitioner	single	isco	
abbess	professional	single	isco	
abbess	property	single	sumo	
abbess	reporter	single	isco	
abbess	research-worker	single	isco	
abbess	scientist	single	isco	
abbess	security-consultant	single	isco	
abbess	specialist	single	isco	
abbess	sports-announcer	single	isco	
abbess	systems-analyst	single	isco	
abbess	translator	single	isco	
abbess	worker	single	isco	
abbess	writer	single	isco	
abbot	adviser	single	isco	
abbot	agent	single	wordnet	
abbot	analyst.person	single	isco	
abbot	architect	single	isco	
abbot	artist	single	isco	
abbot	copywriter	single	isco	
abbot	developer	single	isco	
abbot	editor	single	isco	
abbot	educator	single	isco	
abbot	engineer	single	isco	
abbot	epidemiologist	single	isco	
abbot	expert	single	isco	
abbot	hearer	single	isco	
abbot	immunologist	single	isco	
abbot	monk	single	wikidata	
abbot	organism	single	wordnet	
abbot	person	single	wordnet	
abbot	physical-object	single	wordnet	
abbot	practitioner	single	isco	
abbot	professional	single	isco	
abbot	reporter	single	isco	
abbot	research-worker	single	isco	
abbot	scientist	single	isco	
abbot	security-consultant	single	isco	
abbot	specialist	single	isco	
abbot	sports-announcer	single	isco	
abbot	systems-analyst	single	isco	
abbot	translator	single	isco	
abbot	worker	single	isco	
abbot	writer	single	isco	
able-seaman	agent	single	wordnet	
able-seaman	attribute	single	sumo	
able-seaman	digger	single	isco	
able-seaman	driver	single	isco	
able-seaman	operator	single	isco	
able-seaman	organism	single	wordnet	
able-seaman	person	single	wordnet	
able-seaman	physical-object	single	wordnet	
able-seaman	property	single	sumo	
able-seaman	sailor	single	wordnet	
able-seaman	skilled-worker	single	wordnet	
able-seaman	teamster	single	isco	
able-seaman	worker	accepted	isco wordnet	
accompanist	adviser	single	isco	
accompanist	agent	single	wordnet	
accompanist	analyst.person	single	isco	
accompanist	architect	single	isco	
accompanist	artist	accepted	isco wikidata	
accompanist	attribute	single	sumo	
accompanist	copywriter	single	isco	
accompanist	developer	single	isco	
accompanist	editor	single	isco	
accompanist	educator	single	isco	
accompanist	engineer	single	isco	
accompanist	epidemiologist	single	isco	
accompanist	expert	single	isco	
accompanist	hearer	single	isco	
accompanist	immunologist	single	isco	
accompanist	instrumentalist	accepted	wikidata wordnet	
accompanist	musician	single	wikidata	
accompanist	organism	single	wordnet	
accompanist	performer	single	wordnet	
accompanist	person	accepted	wikidata wordnet	
accompanist	physical-object	single	wordnet	
accompanist	practitioner	single	isco	
accompanist	professional	single	isco	
accompanist	property	single	sumo	
accompanist	reporter	single	isco	
accompanist	research-worker	single	isco	
accompanist	scientist	single	isco	
accompanist	security-consultant	single	isco	
accompanist	specialist	single	isco	
accompanist	sports-announcer	single	isco	
accompanist	systems-analyst	single	isco	
accompanist	translator	single	isco	
accompanist	worker	single	isco	
accompanist	writer	single	isco	
account-executive	adviser	single	isco	
account-executive	agent	single	wordnet	
account-executive	analyst.person	single	isco	
account-executive	architect	single	isco	
account-executive	artist	single	isco	
account-executive	attribute	single	sumo	
account-executive	copywriter	single	isco	
account-executive	developer	single	isco	
account-executive	educator	single	isco	
account-executive	engineer	single	isco	
account-executive	epidemiologist	single	isco	
account-executive	expert	single	isco	
account-executive	hearer	single	isco	
account-executive	immunologist	single	isco	
account-executive	organism	single	wordnet	
account-executive	person	single	wordnet	
account-executive	physical-object	single	wordnet	
account-executive	practitioner	single	isco	
account-executive	professional	single	isco	
account-executive	property	single	sumo	
account-executive	research-worker	single	isco	
account-executive	scientist	single	isco	
account-executive	security-consultant	single	isco	
account-executive	specialist	single	isco	
account-executive	systems-analyst	single	isco	
account-executive	worker	single	isco	
account-executive	writer	single	isco	
acknowledgment	companion	single	sumo	
acrobat	adviser	single	isco	
acrobat	agent	single	wordnet	
acrobat	analyst.person	single	isco	
acrobat	architect	single	isco	
acrobat	artist	accepted	isco opencyc	
acrobat	athlete	single	wordnet	
acrobat	copywriter	single	isco	
acrobat	developer	single	isco	
acrobat	editor	single	isco	
acrobat	educator	single	isco	
acrobat	engineer	single	isco	
acrobat	epidemiologist	single	isco	
acrobat	expert	single	isco	
acrobat	hearer	single	isco	
acrobat	human	single	opencyc	
acrobat	immunologist	single	isco	
acrobat	mammal	single	opencyc	
acrobat	organism	single	wordnet	
acrobat	person	single	wordnet	
acrobat	physical-object	single	wordnet	
acrobat	practitioner	single	isco	
acrobat	professional	accepted	isco opencyc	
acrobat	reporter	single	isco	
acrobat	research-worker	single	isco	
acrobat	scientist	single	isco	
acrobat	security-consultant	single	isco	
acrobat	signified	single	sumo	
acrobat	skilled-worker	single	opencyc	
acrobat	specialist	single	isco	
acrobat	sports-announcer	single	isco	
acrobat	structure	single	opencyc	
acrobat	system	single	opencyc	
acrobat	systems-analyst	single	isco	
acrobat	translator	single	isco	
acrobat	vertebrate	single	opencyc	
acrobat	worker	accepted	isco opencyc	
acrobat	writer	single	isco	
actor	analyst.person	single	isco	
actor	copywriter	single	isco	
actor	developer	single	isco	
actor	editor	single	isco	
actor	educator	single	isco	
actor	epidemiologist	single	isco	
actor	hearer	single	isco	
actor	immunologist	single	isco	
actor	practitioner	single	isco	
actor	security-consultant	single	isco	
actor	skilled-worker	single	opencyc	
actor	sports-announcer	disputed	isco	wikidata
actor	systems-analyst	single	isco	
actor	translator	single	isco	
actor's-agent	agent	single	wordnet	
actor's-agent	attribute	single	sumo	
actor's-agent	broker	single	isco	
actor's-agent	cameraman	single	isco	
actor's-agent	communicator	single	wordnet	
actor's-agent	detective	single	isco	
actor's-agent	inquiry-agent	single	isco	
actor's-agent	inspector	single	isco	
actor's-agent	investment-banker	single	isco	
actor's-agent	man	single	isco	
actor's-agent	organism	single	wordnet	
actor's-agent	paralegal	single	isco	
actor's-agent	person	single	wordnet	
actor's-agent	physical-object	single	wordnet	
actor's-agent	promoter	single	isco	
actor's-agent	property	single	sumo	
actor's-agent	representative	single	wordnet	
actor's-agent	representative-agent	single	wordnet	
actor's-agent	supervisor	single	isco	
actor's-agent	technician	single	isco	
actor's-agent	trader	single	isco	
actor's-agent	woman	single	isco	
actor's-agent	worker	single	isco	
adjutant	agent	single	wordnet	
adjutant	clerk	single	wikidata	
adjutant	organism	single	wordnet	
adjutant	person	single	wordnet	
adjutant	physical-object	single	wordnet	
adjutant	secretary	single	wikidata	
adjutant	skilled-worker	single	wordnet	
adjutant	worker	accepted	isco wordnet	
advancement	companion	single	sumo	
advantage	companion	single	sumo	
adventure	companion	single	sumo	
adversity	companion	single	sumo	
advocate	analyst.person	single	isco	
advocate	copywriter	single	isco	
advocate	developer	single	isco	
advocate	editor	single	isco	
advocate	educator	single	isco	
advocate	epidemiologist	single	isco	
advocate	hearer	single	isco	
advocate	immunologist	single	isco	
advocate	jurist	accepted	isco wikidata	
advocate	practitioner	single	isco	
advocate	security-consultant	single	isco	
advocate	sports-announcer	single	isco	
advocate	systems-analyst	single	isco	
advocate	translator	single	isco	
aeronautical-engineer	adviser	single	isco	
aeronautical-engineer	agent	single	wordnet	
aeronautical-engineer	analyst.person	single	isco	
aeronautical-engineer	architect	single	isco	
aeronautical-engineer	artist	single	isco	
aeronautical-engineer	copywriter	single	isco	
aeronautical-engineer	developer	single	isco	
aeronautical-engineer	educator	single	isco	
aeronautical-engineer	engineer	accepted	isco wikidata wordnet	
aeronautical-engineer	epidemiologist	single	isco	
aeronautical-engineer	expert	single	isco	
aeronautical-engineer	hearer	single	isco	
aeronautical-engineer	immunologist	single	isco	
aeronautical-engineer	organism	single	wordnet	
aeronautical-engineer	person	single	wordnet	
aeronautical-engineer	physical-object	single	wordnet	
aeronautical-engineer	practitioner	single	isco	
aeronautical-engineer	professional	single	isco	
aeronautical-engineer	research-worker	single	isco	
aeronautical-engineer	scientist	single	isco	
aeronautical-engineer	security-consultant	single	isco	
aeronautical-engineer	specialist	single	isco	
aeronautical-engineer	surveyor	single	isco	
aeronautical-engineer	systems-analyst	single	isco	
aeronautical-engineer	worker	accepted	isco wikidata	
aeronautical-engineer	writer	single	isco	
aerospace-engineer	adult	single	opencyc	
aerospace-engineer	adviser	single	isco	
aerospace-engineer	agent	single	wordnet	
aerospace-engineer	analyst.person	single	isco	
aerospace-engineer	architect	single	isco	
aerospace-engineer	artist	single	isco	
aerospace-engineer	copywriter	single	isco	
aerospace-engineer	developer	single	isco	
aerospace-engineer	educator	single	isco	
aerospace-engineer	engineer	accepted	isco opencyc wikidata wordnet	
aerospace-engineer	epidemiologist	single	isco	
aerospace-engineer	expert	single	isco	
aerospace-engineer	hearer	single	isco	
aerospace-engineer	human	single	opencyc	
aerospace-engineer	immunologist	single	isco	
aerospace-engineer	mammal	single	opencyc	
aerospace-engineer	organism	single	wordnet	
aerospace-engineer	person	single	wordnet	
aerospace-engineer	physical-object	single	wordnet	
aerospace-engineer	practitioner	single	isco	
aerospace-engineer	professional	accepted	isco opencyc	
aerospace-engineer	research-worker	single	isco	
aerospace-engineer	scientist	single	isco	
aerospace-engineer	security-consultant	single	isco	
aerospace-engineer	skilled-worker	single	opencyc	
aerospace-engineer	specialist	single	isco	
aerospace-engineer	structure	single	opencyc	
aerospace-engineer	surveyor	single	isco	
aerospace-engineer	system	single	opencyc	
aerospace-engineer	systems-analyst	single	isco	
aerospace-engineer	vertebrate	single	opencyc	
aerospace-engineer	worker	accepted	isco opencyc wikidata	
aerospace-engineer	writer	single	isco	
affinity	companion	single	sumo	
agitation	companion	single	sumo	
agriculturist	agent	single	wordnet	
agriculturist	attribute	single	sumo	
agriculturist	farmer	single	wordnet	
agriculturist	human	single	opencyc	
agriculturist	mammal	single	opencyc	
agriculturist	organism	single	wordnet	
agriculturist	person	single	wordnet	
agriculturist	physical-object	single	wordnet	
agriculturist	property	single	sumo	
agriculturist	structure	single	opencyc	
agriculturist	system	single	opencyc	
agriculturist	vertebrate	single	opencyc	
agriculturist	worker	accepted	isco opencyc	
agronomist	adult	single	opencyc	
agronomist	adviser	single	isco	
agronomist	agent	single	wordnet	
agronomist	analyst.person	single	isco	
agronomist	architect	single	isco	
agronomist	artist	single	isco	
agronomist	attribute	single	sumo	
agronomist	copywriter	single	isco	
agronomist	developer	single	isco	
agronomist	educator	single	isco	
agronomist	engineer	accepted	isco wikidata	
agronomist	epidemiologist	single	isco	
agronomist	expert	accepted	isco wordnet	
agronomist	hearer	single	isco	
agronomist	human	single	opencyc	
agronomist	immunologist	single	isco	
agronomist	mammal	single	opencyc	
agronomist	organism	single	wordnet	
agronomist	person	single	wordnet	
agronomist	physical-object	single	wordnet	
agronomist	practitioner	single	isco	
agronomist	professional	single	isco	
agronomist	property	single	sumo	
agronomist	research-worker	single	isco	
agronomist	scientist	accepted	isco opencyc	
agronomist	security-consultant	single	isco	
agronomist	specialist	single	isco	
agronomist	structure	single	opencyc	
agronomist	surveyor	single	isco	
agronomist	system	single	opencyc	
agronomist	systems-analyst	single	isco	
agronomist	toxicologist	single	isco	
agronomist	vertebrate	single	opencyc	
agronomist	worker	accepted	isco opencyc wikidata	
agronomist	writer	single	isco	
aide	agent	single	wordnet	
aide	assistant	single	wordnet	
aide	attribute	single	sumo	
aide	cameraman	single	isco	
aide	detective	single	isco	
aide	inquiry-agent	single	isco	
aide	inspector	single	isco	
aide	man	single	isco	
aide	organism	single	wordnet	
aide	paralegal	single	isco	
aide	person	single	wordnet	
aide	physical-object	single	wordnet	
aide	promoter	single	isco	
aide	property	single	sumo	
aide	supervisor	single	isco	
aide	technician	single	isco	
aide	woman	single	isco	
aide	worker	accepted	isco wordnet	
alderman	agent	single	wordnet	
alderman	attribute	single	sumo	
alderman	chairman	single	isco	
alderman	chancellor-of-the-exchequer	single	isco	
alderman	chief	single	isco	
alderman	communicator	single	wordnet	
alderman	council-member	single	wikidata	
alderman	department-head	single	isco	
alderman	general-manager	single	isco	
alderman	governor	single	isco	
alderman	manager	single	isco	
alderman	member	single	isco	
alderman	organism	single	wordnet	
alderman	person	single	wordnet	
alderman	physical-object	single	wordnet	
alderman	president.person	single	isco	
alderman	property	single	sumo	
alderman	representative	single	wordnet	
alderman	secretary-general	single	isco	
alderman	worker	single	isco	
ambassador	adult	single	opencyc	
ambassador	agent	single	wordnet	
ambassador	chairman	single	isco	
ambassador	chancellor-of-the-exchequer	single	isco	
ambassador	chief	single	isco	
ambassador	department-head	single	isco	
ambassador	diplomat	accepted	opencyc wordnet	
ambassador	general-manager	single	isco	
ambassador	governor	single	isco	
ambassador	human	single	opencyc	
ambassador	mammal	single	opencyc	
ambassador	manager	accepted	isco opencyc	
ambassador	member	accepted	isco opencyc	
ambassador	official	single	wordnet	
ambassador	organism	single	wordnet	
ambassador	person	single	wordnet	
ambassador	physical-object	single	wordnet	
ambassador	president.person	single	isco	
ambassador	professional	single	opencyc	
ambassador	secretary-general	single	isco	
ambassador	skilled-worker	accepted	opencyc wordnet	
ambassador	structure	single	opencyc	
ambassador	system	single	opencyc	
ambassador	vertebrate	single	opencyc	
ambassador	worker	accepted	isco opencyc wordnet	
analogue	companion	single	sumo	
analyst	analyst.person	single	isco	
analyst	copywriter	single	isco	
analyst	developer	single	isco	
analyst	editor	single	isco	
analyst	educator	single	isco	
analyst	epidemiologist	single	isco	
analyst	hearer	single	isco	
analyst	immunologist	single	isco	
analyst	practitioner	single	isco	
analyst	security-consultant	single	isco	
analyst	sports-announcer	single	isco	
analyst	systems-analyst	disputed	isco	opencyc
analyst	translator	single	isco	
analyst.person	agent	single	wordnet	
analyst.person	amateur	single	sumo	
analyst.person	ambiance	single	sumo	
analyst.person	attribute	single	sumo	
analyst.person	circumstance	single	sumo	
analyst.person	civilisation	single	sumo	
analyst.person	companion	single	sumo	
analyst.person	crowd	single	sumo	
analyst.person	custom	single	sumo	
analyst.person	danger	single	sumo	
analyst.person	expert	accepted	sumo wordnet	
analyst.person	freedom	single	sumo	
analyst.person	hero	single	sumo	
analyst.person	lap	single	sumo	
analyst.person	literary-works	single	sumo	
analyst.person	normal	single	sumo	
analyst.person	organism	single	wordnet	
analyst.person	person	single	wordnet	
analyst.person	physical-object	single	wordnet	
analyst.person	point-of-view	single	sumo	
analyst.person	practice	single	sumo	
analyst.person	property	single	sumo	
analyst.person	society	single	sumo	
analyst.person	status	single	sumo	
analyst.person	tension	single	sumo	
analyst.person	way	single	sumo	
analyst.person	worker	single	isco	
anatomist	adviser	single	isco	
anatomist	agent	single	wordnet	
anatomist	analyst.person	single	isco	
anatomist	architect	single	isco	
anatomist	artist	single	isco	
anatomist	attribute	single	sumo	
anatomist	copywriter	single	isco	
anatomist	developer	single	isco	
anatomist	doctor	single	wikidata	
anatomist	educator	single	isco	
anatomist	engineer	single	isco	
anatomist	epidemiologist	single	isco	
anatomist	expert	accepted	isco wordnet	
anatomist	hearer	single	isco	
anatomist	immunologist	single	isco	
anatomist	organism	single	wordnet	
anatomist	person	single	wordnet	
anatomist	physical-object	single	wordnet	
anatomist	practitioner	single	isco	
anatomist	professional	single	isco	
anatomist	property	single	sumo	
anatomist	research-worker	accepted	isco wikidata	
anatomist	scientist	accepted	isco wikidata	
anatomist	security-consultant	single	isco	
anatomist	specialist	single	isco	
anatomist	surveyor	single	isco	
anatomist	systems-analyst	single	isco	
anatomist	toxicologist	single	isco	
anatomist	worker	single	isco	
anatomist	writer	single	isco	
anatomist	zoologist	single	wikidata	
anchorman	adviser	single	isco	
anchorman	agent	single	wordnet	
anchorman	analyst.person	single	isco	
anchorman	architect	single	isco	
anchorman	artist	single	isco	
anchorman	attribute	single	sumo	
anchorman	communicator	single	wordnet	
anchorman	copywriter	single	isco	
anchorman	developer	single	isco	
anchorman	editor	single	isco	
anchorman	educator	single	isco	
anchorman	engineer	single	isco	
anchorman	epidemiologist	single	isco	
anchorman	expert	single	isco	
anchorman	hearer	single	isco	
anchorman	immunologist	single	isco	
anchorman	organism	single	wordnet	
anchorman	person	single	wordnet	
anchorman	physical-object	single	wordnet	
anchorman	practitioner	single	isco	
anchorman	professional	single	isco	
anchorman	property	single	sumo	
anchorman	reporter	accepted	isco wordnet	
anchorman	research-worker	single	isco	
anchorman	scientist	single	isco	
anchorman	security-consultant	single	isco	
anchorman	specialist	single	isco	
anchorman	sports-announcer	single	isco	
anchorman	systems-analyst	single	isco	
anchorman	translator	single	isco	
anchorman	worker	single	isco	
anchorman	writer	single	isco	
animal-trainer	agent	single	wordnet	
animal-trainer	attribute	single	sumo	
animal-trainer	human	single	opencyc	
animal-trainer	leader	single	wordnet	
animal-trainer	mammal	single	opencyc	
animal-trainer	organism	single	wordnet	
animal-trainer	person	single	wordnet	
animal-trainer	physical-object	single	wordnet	
animal-trainer	property	single	sumo	
animal-trainer	skilled-worker	single	opencyc	
animal-trainer	structure	single	opencyc	
animal-trainer	system	single	opencyc	
animal-trainer	trainer	accepted	wikidata wordnet	
animal-trainer	vertebrate	single	opencyc	
animal-trainer	worker	accepted	isco opencyc	
announcer	adviser	single	isco	
announcer	agent	accepted	sumo wordnet	
announcer	analyst.person	single	isco	
announcer	animal	single	sumo	
announcer	architect	single	isco	
announcer	artist	single	isco	
announcer	body	single	sumo	
announcer	communicator	single	wordnet	
announcer	copywriter	single	isco	
announcer	developer	single	isco	
announcer	editor	single	isco	
announcer	educator	single	isco	
announcer	engineer	single	isco	
announcer	epidemiologist	single	isco	
announcer	expert	single	isco	
announcer	hearer	single	isco	
announcer	human	accepted	opencyc sumo	
announcer	immunologist	single	isco	
announcer	mammal	accepted	opencyc sumo	
announcer	organism	accepted	sumo wordnet	
announcer	person	accepted	sumo wordnet	
announcer	phenomenon	single	sumo	
announcer	physical-object	accepted	sumo wordnet	
announcer	populace	single	sumo	
announcer	practitioner	single	isco	
announcer	professional	single	isco	
announcer	reporter	single	isco	
announcer	research-worker	single	isco	
announcer	scientist	single	isco	
announcer	security-consultant	single	isco	
announcer	self	single	sumo	
announcer	specialist	single	isco	
announcer	species	single	sumo	
announcer	sports-announcer	disputed	isco	wikidata
announcer	structure	single	opencyc	
announcer	system	single	opencyc	
announcer	systems-analyst	single	isco	
announcer	translator	single	isco	
announcer	universe	single	sumo	
announcer	vertebrate	accepted	opencyc sumo	
announcer	worker	single	isco	
announcer	writer	single	isco	
anthropologist	adult	single	opencyc	
anthropologist	adviser	single	isco	
anthropologist	agent	single	wordnet	
anthropologist	analyst.person	single	isco	
anthropologist	architect	single	isco	
anthropologist	artist	single	isco	
anthropologist	copywriter	single	isco	
anthropologist	developer	single	isco	
anthropologist	editor	single	isco	
anthropologist	educator	single	isco	
anthropologist	engineer	single	isco	
anthropologist	epidemiologist	single	isco	
anthropologist	expert	single	isco	
anthropologist	hearer	single	isco	
anthropologist	human	single	opencyc	
anthropologist	immunologist	single	isco	
anthropologist	mammal	single	opencyc	
anthropologist	organism	single	wordnet	
anthropologist	person	single	wordnet	
anthropologist	physical-object	single	wordnet	
anthropologist	practitioner	single	isco	
anthropologist	professional	single	isco	
anthropologist	reporter	single	isco	
anthropologist	research-worker	accepted	isco wikidata	
anthropologist	scientist	accepted	isco opencyc wikidata wordnet	
anthropologist	security-consultant	single	isco	
anthropologist	social-scientist	accepted	wikidata wordnet	
anthropologist	specialist	single	isco	
anthropologist	sports-announcer	single	isco	
anthropologist	structure	single	opencyc	
anthropologist	system	single	opencyc	
anthropologist	systems-analyst	single	isco	
anthropologist	translator	single	isco	
anthropologist	vertebrate	single	opencyc	
anthropologist	worker	accepted	isco opencyc	
anthropologist	writer	single	isco	
appeal	companion	single	sumo	
appearance	companion	single	sumo	
applicant	beater	single	isco	
applicant	blaster	single	isco	
applicant	bodybuilder	single	isco	
applicant	builder	single	isco	
applicant	cabinetmaker	single	isco	
applicant	caster.person	single	isco	
applicant	closer	single	isco	
applicant	compositor	single	isco	
applicant	engraver	single	isco	
applicant	fitter	single	isco	
applicant	glassworker	single	isco	
applicant	grader	single	isco	
applicant	ironworker	single	isco	
applicant	machinist	single	isco	
applicant	maker	single	isco	
applicant	mender	single	isco	
applicant	patternmaker	single	isco	
applicant	refinisher	single	isco	
applicant	rigger	single	isco	
applicant	sewer	single	isco	
applicant	shipwright	single	isco	
applicant	smith	single	isco	
applicant	spinster	single	isco	
applicant	splitter	single	isco	
applicant	sprayer	single	isco	
applicant	stainer	single	isco	
applicant	stonecutter	single	isco	
applicant	tuner	single	isco	
applicant	turner	single	isco	
applicant	varnisher	single	isco	
applicant	welder	single	isco	
applicant	woodcarver	single	isco	
applicant	woodworker	single	isco	
appraiser	adult	single	opencyc	
appraiser	agent	single	wordnet	
appraiser	attribute	single	sumo	
appraiser	authority	single	wordnet	
appraiser	broker	single	isco	
appraiser	cameraman	single	isco	
appraiser	detective	single	isco	
appraiser	expert	single	wordnet	
appraiser	human	single	opencyc	
appraiser	inquiry-agent	single	isco	
appraiser	inspector	single	isco	
appraiser	investment-banker	single	isco	
appraiser	mammal	single	opencyc	
appraiser	man	single	isco	
appraiser	organism	single	wordnet	
appraiser	paralegal	single	isco	
appraiser	person	single	wordnet	
appraiser	physical-object	single	wordnet	
appraiser	professional	single	opencyc	
appraiser	promoter	single	isco	
appraiser	property	single	sumo	
appraiser	skilled-worker	single	opencyc	
appraiser	structure	single	opencyc	
appraiser	supervisor	single	isco	
appraiser	system	single	opencyc	
appraiser	tax-assessor	single	isco	
appraiser	technician	single	isco	
appraiser	trader	single	isco	
appraiser	vertebrate	single	opencyc	
appraiser	woman	single	isco	
appraiser	worker	accepted	isco opencyc	
arbiter	adviser	single	isco	
arbiter	agent	single	wordnet	
arbiter	analyst.person	single	isco	
arbiter	architect	single	isco	
arbiter	artist	single	isco	
arbiter	attribute	single	sumo	
arbiter	authority	single	wordnet	
arbiter	copywriter	single	isco	
arbiter	developer	single	isco	
arbiter	educator	single	isco	
arbiter	engineer	single	isco	
arbiter	epidemiologist	single	isco	
arbiter	expert	accepted	isco wordnet	
arbiter	hearer	single	isco	
arbiter	immunologist	single	isco	
arbiter	judge	single	wikidata	
arbiter	jurist	single	wikidata	
arbiter	organism	single	wordnet	
arbiter	person	single	wordnet	
arbiter	physical-object	single	wordnet	
arbiter	practitioner	single	isco	
arbiter	professional	accepted	isco wikidata	
arbiter	property	single	sumo	
arbiter	research-worker	single	isco	
arbiter	scientist	single	isco	
arbiter	security-consultant	single	isco	
arbiter	specialist	accepted	isco wikidata	
arbiter	systems-analyst	single	isco	
arbiter	worker	accepted	isco wikidata	
arbiter	writer	single	isco	
archbishop	adult	single	opencyc	
archbishop	adviser	single	isco	
archbishop	agent	single	wordnet	
archbishop	analyst.person	single	isco	
archbishop	architect	single	isco	
archbishop	artist	single	isco	
archbishop	attribute	single	wordnet	
archbishop	bishop	accepted	wikidata wordnet	
archbishop	copywriter	single	isco	
archbishop	developer	single	isco	
archbishop	editor	single	isco	
archbishop	educator	single	isco	
archbishop	engineer	single	isco	
archbishop	epidemiologist	single	isco	
archbishop	expert	single	isco	
archbishop	hearer	single	isco	
archbishop	human	single	opencyc	
archbishop	immunologist	single	isco	
archbishop	leader	single	wordnet	
archbishop	mammal	single	opencyc	
archbishop	organism	single	wordnet	
archbishop	person	single	wordnet	
archbishop	physical-object	single	wordnet	
archbishop	practitioner	single	isco	
archbishop	priest	single	wordnet	
archbishop	professional	accepted	isco opencyc	
archbishop	reporter	single	isco	
archbishop	research-worker	single	isco	
archbishop	scientist	single	isco	
archbishop	security-consultant	single	isco	
archbishop	skilled-worker	single	opencyc	
archbishop	specialist	single	isco	
archbishop	sports-announcer	single	isco	
archbishop	state	single	wordnet	
archbishop	status	single	wordnet	
archbishop	structure	single	opencyc	
archbishop	system	single	opencyc	
archbishop	systems-analyst	single	isco	
archbishop	translator	single	isco	
archbishop	vertebrate	single	opencyc	
archbishop	worker	accepted	isco opencyc	
archbishop	writer	single	isco	
archdeacon	adviser	single	isco	
archdeacon	agent	single	wordnet	
archdeacon	analyst.person	single	isco	
archdeacon	architect	single	isco	
archdeacon	artist	single	isco	
archdeacon	attribute	single	sumo	
archdeacon	copywriter	single	isco	
archdeacon	deacon	single	wikidata	
archdeacon	developer	single	isco	
archdeacon	editor	single	isco	
archdeacon	educator	single	isco	
archdeacon	engineer	single	isco	
archdeacon	epidemiologist	single	isco	
archdeacon	expert	single	isco	
archdeacon	hearer	single	isco	
archdeacon	immunologist	single	isco	
archdeacon	leader	single	wordnet	
archdeacon	organism	single	wordnet	
archdeacon	person	single	wordnet	
archdeacon	physical-object	single	wordnet	
archdeacon	practitioner	single	isco	
archdeacon	professional	single	isco	
archdeacon	property	single	sumo	
archdeacon	reporter	single	isco	
archdeacon	research-worker	single	isco	
archdeacon	scientist	single	isco	
archdeacon	security-consultant	single	isco	
archdeacon	specialist	single	isco	
archdeacon	sports-announcer	single	isco	
archdeacon	systems-analyst	single	isco	
archdeacon	translator	single	isco	
archdeacon	worker	single	isco	
archdeacon	writer	single	isco	
archeologist	adviser	single	isco	
archeologist	agent	single	wordnet	
archeologist	analyst.person	single	isco	
archeologist	anthropologist	single	wordnet	
archeologist	architect	single	isco	
archeologist	artist	single	isco	
archeologist	copywriter	single	isco	
archeologist	developer	single	isco	
archeologist	editor	single	isco	
archeologist	educator	single	isco	
archeologist	engineer	single	isco	
archeologist	epidemiologist	single	isco	
archeologist	expert	single	isco	
archeologist	hearer	single	isco	
archeologist	immunologist	single	isco	
archeologist	organism	single	wordnet	
archeologist	person	single	wordnet	
archeologist	physical-object	single	wordnet	
archeologist	practitioner	single	isco	
archeologist	professional	single	isco	
archeologist	reporter	single	isco	
archeologist	research-worker	single	isco	
archeologist	scientist	accepted	isco wordnet	
archeologist	security-consultant	single	isco	
archeologist	social-scientist	single	wordnet	
archeologist	specialist	single	isco	
archeologist	sports-announcer	single	isco	
archeologist	systems-analyst	single	isco	
archeologist	translator	single	isco	
archeologist	worker	single	isco	
archeologist	writer	single	isco	
archivist	adviser	single	isco	
archivist	agent	single	wordnet	
archivist	analyst.person	single	isco	
archivist	architect	single	isco	
archivist	artist	single	isco	
archivist	attribute	single	sumo	
archivist	copywriter	single	isco	
archivist	developer	single	isco	
archivist	editor	single	isco	
archivist	educator	single	isco	
archivist	engineer	single	isco	
archivist	epidemiologist	single	isco	
archivist	expert	single	isco	
archivist	hearer	single	isco	
archivist	human	single	opencyc	
archivist	immunologist	single	isco	
archivist	mammal	single	opencyc	
archivist	organism	single	wordnet	
archivist	person	single	wordnet	
archivist	physical-object	single	wordnet	
archivist	practitioner	single	isco	
archivist	professional	single	isco	
archivist	property	single	sumo	
archivist	reporter	single	isco	
archivist	research-worker	single	isco	
archivist	scientist	single	isco	
archivist	security-consultant	single	isco	
archivist	specialist	single	isco	
archivist	sports-announcer	single	isco	
archivist	structure	single	opencyc	
archivist	system	single	opencyc	
archivist	systems-analyst	single	isco	
archivist	translator	single	isco	
archivist	vertebrate	single	opencyc	
archivist	worker	accepted	isco opencyc	
archivist	writer	single	isco	
art-critic	adult	single	wordnet	
art-critic	adviser	single	isco	
art-critic	agent	single	wordnet	
art-critic	analyst.person	single	isco	
art-critic	architect	single	isco	
art-critic	artist	single	isco	
art-critic	attribute	single	sumo	
art-critic	copywriter	single	isco	
art-critic	critic	accepted	wikidata wordnet	
art-critic	developer	single	isco	
art-critic	editor	single	isco	
art-critic	educator	single	isco	
art-critic	engineer	single	isco	
art-critic	epidemiologist	single	isco	
art-critic	expert	single	isco	
art-critic	hearer	single	isco	
