sub	sup	status	for	against
monk	cameraman	single	isco	
monk	inquiry-agent	single	isco	
monk	inspector	single	isco	
monk	paralegal	single	isco	
monk	promoter	single	isco	
monk	technician	single	isco	
monopoly	companion	single	sumo	
monsignor	adviser	single	isco	
monsignor	agent	single	wordnet	
monsignor	analyst.person	single	isco	
monsignor	architect	single	isco	
monsignor	artist	single	isco	
monsignor	attribute	accepted	sumo wordnet	
monsignor	copywriter	single	isco	
monsignor	developer	single	isco	
monsignor	editor	single	isco	
monsignor	educator	single	isco	
monsignor	engineer	single	isco	
monsignor	epidemiologist	single	isco	
monsignor	expert	single	isco	
monsignor	hearer	single	isco	
monsignor	human	single	opencyc	
monsignor	immunologist	single	isco	
monsignor	leader	single	wordnet	
monsignor	mammal	single	opencyc	
monsignor	organism	single	wordnet	
monsignor	person	single	wordnet	
monsignor	physical-object	single	wordnet	
monsignor	practitioner	single	isco	
monsignor	priest	single	wordnet	
monsignor	professional	single	isco	
monsignor	property	single	sumo	
monsignor	reporter	single	isco	
monsignor	research-worker	single	isco	
monsignor	scientist	single	isco	
monsignor	security-consultant	single	isco	
monsignor	specialist	single	isco	
monsignor	sports-announcer	single	isco	
monsignor	state	single	wordnet	
monsignor	status	single	wordnet	
monsignor	structure	single	opencyc	
monsignor	system	single	opencyc	
monsignor	systems-analyst	single	isco	
monsignor	translator	single	isco	
monsignor	vertebrate	single	opencyc	
monsignor	worker	single	isco	
monsignor	writer	single	isco	
mortician	adjutant	single	isco	
mortician	agent	single	wordnet	
mortician	attribute	single	sumo	
mortician	bodyguard	single	isco	
mortician	companion	single	isco	
mortician	concierge	single	isco	
mortician	gamekeeper	single	isco	
mortician	guard	single	isco	
mortician	host	single	isco	
mortician	hostess	single	isco	
mortician	keeper	single	isco	
mortician	organism	single	wordnet	
mortician	person	single	wordnet	
mortician	physical-object	single	wordnet	
mortician	property	single	sumo	
mortician	skilled-worker	single	wordnet	
mortician	steward.person	single	isco	
mortician	stewardess	single	isco	
mortician	worker	accepted	isco wordnet	
mother	analyst.person	single	isco	
mother	copywriter	single	isco	
mother	developer	single	isco	
mother	editor	single	isco	
mother	educator	single	isco	
mother	epidemiologist	single	isco	
mother	hearer	single	isco	
mother	immunologist	single	isco	
mother	practitioner	single	isco	
mother	security-consultant	single	isco	
mother	sports-announcer	single	isco	
mother	systems-analyst	single	isco	
mother	translator	single	isco	
motorist	operator	single	wordnet	
mounter	agent	accepted	sumo wordnet	
mounter	animal	single	sumo	
mounter	beater	single	isco	
mounter	blaster	single	isco	
mounter	body	single	sumo	
mounter	bodybuilder	single	isco	
mounter	builder	single	isco	
mounter	cabinetmaker	single	isco	
mounter	caster.person	single	isco	
mounter	closer	single	isco	
mounter	compositor	single	isco	
mounter	craftsman	single	isco	
mounter	engraver	single	isco	
mounter	fitter	single	isco	
mounter	glassworker	single	isco	
mounter	grader	single	isco	
mounter	human	single	sumo	
mounter	ironworker	single	isco	
mounter	machinist	single	isco	
mounter	maker	single	isco	
mounter	mammal	single	sumo	
mounter	mender	single	isco	
mounter	organism	accepted	sumo wordnet	
mounter	painter	single	isco	
mounter	patternmaker	single	isco	
mounter	person	accepted	sumo wordnet	
mounter	phenomenon	single	sumo	
mounter	physical-object	accepted	sumo wordnet	
mounter	populace	single	sumo	
mounter	refinisher	single	isco	
mounter	rigger	single	isco	
mounter	self	single	sumo	
mounter	sewer	single	isco	
mounter	shipwright	single	isco	
mounter	skilled-worker	single	wordnet	
mounter	smith	single	isco	
mounter	species	single	sumo	
mounter	spinster	single	isco	
mounter	splitter	single	isco	
mounter	sprayer	single	isco	
mounter	stonecutter	single	isco	
mounter	tuner	single	isco	
mounter	turner	single	isco	
mounter	universe	single	sumo	
mounter	varnisher	single	isco	
mounter	vertebrate	single	sumo	
mounter	welder	single	isco	
mounter	woodcarver	single	isco	
mounter	worker	accepted	isco wordnet	
mover	agent	single	wordnet	
mover	animal	single	wikidata	
mover	animal-trainer	single	isco	
mover	attribute	single	sumo	
mover	bearer	single	isco	
mover	employee	single	wordnet	
mover	girl	single	isco	
mover	hired-hand	single	isco	
mover	human	single	opencyc	
mover	laborer	single	isco	
mover	male-child	single	isco	
mover	mammal	single	opencyc	
mover	messenger-boy	single	isco	
mover	organism	accepted	wikidata wordnet	
mover	packer	single	isco	
mover	person	single	wordnet	
mover	physical-object	accepted	wikidata wordnet	
mover	picker	single	isco	
mover	porter	single	isco	
mover	property	single	sumo	
mover	remover	disputed	isco	wordnet
mover	stacker	single	isco	
mover	stevedore	single	isco	
mover	structure	single	opencyc	
mover	sweeper	single	isco	
mover	system	single	opencyc	
mover	vertebrate	single	opencyc	
mover	washer.person	single	isco	
mover	window-washer	single	isco	
mover	worker	accepted	isco opencyc wordnet	
muezzin	agent	single	wordnet	
muezzin	announcer	single	wordnet	
muezzin	attribute	single	sumo	
muezzin	cameraman	single	isco	
muezzin	communicator	single	wordnet	
muezzin	detective	single	isco	
muezzin	inquiry-agent	single	isco	
muezzin	inspector	single	isco	
muezzin	man	single	isco	
muezzin	organism	single	wordnet	
muezzin	paralegal	single	isco	
muezzin	person	single	wordnet	
muezzin	physical-object	single	wordnet	
muezzin	promoter	single	isco	
muezzin	property	single	sumo	
muezzin	supervisor	single	isco	
muezzin	technician	single	isco	
muezzin	woman	single	isco	
muezzin	worker	single	isco	
mufti	adult	single	opencyc	
mufti	adviser	single	isco	
mufti	agent	single	wordnet	
mufti	analyst.person	single	isco	
mufti	architect	single	isco	
mufti	artist	single	isco	
mufti	attribute	single	sumo	
mufti	copywriter	single	isco	
mufti	developer	single	isco	
mufti	editor	single	isco	
mufti	educator	single	isco	
mufti	engineer	single	isco	
mufti	epidemiologist	single	isco	
mufti	expert	accepted	isco wordnet	
mufti	hearer	single	isco	
mufti	human	single	opencyc	
mufti	immunologist	single	isco	
mufti	judge	single	opencyc	
mufti	jurist	single	wordnet	
mufti	mammal	single	opencyc	
mufti	organism	single	wordnet	
mufti	person	single	wordnet	
mufti	physical-object	single	wordnet	
mufti	practitioner	single	isco	
mufti	professional	accepted	isco opencyc	
mufti	property	single	sumo	
mufti	reporter	single	isco	
mufti	research-worker	single	isco	
mufti	scientist	single	isco	
mufti	security-consultant	single	isco	
mufti	skilled-worker	single	opencyc	
mufti	specialist	single	isco	
mufti	sports-announcer	single	isco	
mufti	structure	single	opencyc	
mufti	system	single	opencyc	
mufti	systems-analyst	single	isco	
mufti	translator	single	isco	
mufti	vertebrate	single	opencyc	
mufti	worker	accepted	isco opencyc	
mufti	writer	single	isco	
mullah	adviser	single	isco	
mullah	agent	single	wordnet	
mullah	analyst.person	single	isco	
mullah	architect	single	isco	
mullah	artist	single	isco	
mullah	attribute	single	sumo	
mullah	copywriter	single	isco	
mullah	developer	single	isco	
mullah	editor	single	isco	
mullah	educator	single	isco	
mullah	engineer	single	isco	
mullah	epidemiologist	single	isco	
mullah	expert	single	isco	
mullah	hearer	single	isco	
mullah	immunologist	single	isco	
mullah	organism	single	wordnet	
mullah	person	single	wordnet	
mullah	physical-object	single	wordnet	
mullah	practitioner	single	isco	
mullah	professional	single	isco	
mullah	property	single	sumo	
mullah	reporter	single	isco	
mullah	research-worker	single	isco	
mullah	scientist	single	isco	
mullah	security-consultant	single	isco	
mullah	specialist	single	isco	
mullah	sports-announcer	single	isco	
mullah	systems-analyst	single	isco	
mullah	translator	single	isco	
mullah	worker	single	isco	
mullah	writer	single	isco	
murderer	accomplishment	single	sumo	
murderer	act	single	sumo	
murderer	activity	single	sumo	
murderer	adviser	single	isco	
murderer	agent	single	wordnet	
murderer	analyst.person	single	isco	
murderer	architect	single	isco	
murderer	artist	single	isco	
murderer	copywriter	single	isco	
murderer	criminal	accepted	opencyc wordnet	
murderer	destruction	single	sumo	
murderer	developer	single	isco	
murderer	educator	single	isco	
murderer	engineer	single	isco	
murderer	epidemiologist	single	isco	
murderer	event	single	sumo	
murderer	expert	single	isco	
murderer	hearer	single	isco	
murderer	human	single	opencyc	
murderer	immunologist	single	isco	
murderer	killer	single	wordnet	
murderer	mammal	single	opencyc	
murderer	organism	single	wordnet	
murderer	person	accepted	wikidata wordnet	
murderer	phenomenon	single	sumo	
murderer	physical-object	single	wordnet	
murderer	practitioner	single	isco	
murderer	procedure	single	sumo	
murderer	professional	single	isco	
murderer	research-worker	single	isco	
murderer	scientist	single	isco	
murderer	security-consultant	single	isco	
murderer	specialist	single	isco	
murderer	structure	single	opencyc	
murderer	system	single	opencyc	
murderer	systems-analyst	single	isco	
murderer	vertebrate	single	opencyc	
murderer	volition	single	sumo	
murderer	worker	accepted	isco opencyc	
murderer	writer	single	isco	
murderer	wrongdoer	accepted	wikidata wordnet	
music-director	adjutant	single	isco	
music-director	bodyguard	single	isco	
music-director	companion	single	isco	
music-director	concierge	single	isco	
music-director	gamekeeper	single	isco	
music-director	hostess	single	isco	
music-director	instrumentalist	single	wikidata	
music-director	keeper	single	isco	
music-director	steward.person	single	isco	
music-director	stewardess	single	isco	
music-teacher	adult	single	wordnet	
music-teacher	adviser	single	isco	
music-teacher	agent	single	wordnet	
music-teacher	analyst.person	single	isco	
music-teacher	architect	single	isco	
music-teacher	artist	single	isco	
music-teacher	attribute	single	sumo	
music-teacher	coach	single	isco	
music-teacher	copywriter	single	isco	
music-teacher	developer	single	isco	
music-teacher	educator	accepted	isco wordnet	
music-teacher	engineer	single	isco	
music-teacher	epidemiologist	single	isco	
music-teacher	expert	single	isco	
music-teacher	hearer	single	isco	
music-teacher	immunologist	single	isco	
music-teacher	lector	single	isco	
music-teacher	organism	single	wordnet	
music-teacher	person	single	wordnet	
music-teacher	physical-object	single	wordnet	
music-teacher	practitioner	single	isco	
music-teacher	professional	accepted	isco wordnet	
music-teacher	property	single	sumo	
music-teacher	research-worker	single	isco	
music-teacher	schoolmarm	single	isco	
music-teacher	scientist	single	isco	
music-teacher	security-consultant	single	isco	
music-teacher	specialist	single	isco	
music-teacher	systems-analyst	single	isco	
music-teacher	teacher	accepted	isco wordnet	
music-teacher	worker	single	isco	
music-teacher	writer	single	isco	
musicologist	adviser	single	isco	
musicologist	agent	accepted	sumo wordnet	
musicologist	analyst.person	single	isco	
musicologist	animal	single	sumo	
musicologist	architect	single	isco	
musicologist	artist	single	isco	
musicologist	body	single	sumo	
musicologist	copywriter	single	isco	
musicologist	developer	single	isco	
musicologist	editor	single	isco	
musicologist	educator	single	isco	
musicologist	engineer	single	isco	
musicologist	epidemiologist	single	isco	
musicologist	expert	single	isco	
musicologist	hearer	single	isco	
musicologist	human	single	sumo	
musicologist	immunologist	single	isco	
musicologist	mammal	single	sumo	
musicologist	organism	accepted	sumo wordnet	
musicologist	person	accepted	sumo wordnet	
musicologist	phenomenon	single	sumo	
musicologist	physical-object	accepted	sumo wordnet	
musicologist	populace	single	sumo	
musicologist	practitioner	single	isco	
musicologist	professional	single	isco	
musicologist	reporter	single	isco	
musicologist	research-worker	single	isco	
musicologist	scholar	single	wordnet	
musicologist	scientist	single	isco	
musicologist	security-consultant	single	isco	
musicologist	self	single	sumo	
musicologist	specialist	single	isco	
musicologist	species	single	sumo	
musicologist	sports-announcer	single	isco	
musicologist	systems-analyst	single	isco	
musicologist	translator	single	isco	
musicologist	universe	single	sumo	
musicologist	vertebrate	single	sumo	
musicologist	worker	single	isco	
musicologist	writer	single	isco	
mycologist	adviser	single	isco	
mycologist	agent	single	wordnet	
mycologist	analyst.person	single	isco	
mycologist	architect	single	isco	
mycologist	artist	single	isco	
mycologist	attribute	single	sumo	
mycologist	botanist	accepted	wikidata wordnet	
mycologist	copywriter	single	isco	
mycologist	developer	single	isco	
mycologist	educator	single	isco	
mycologist	engineer	single	isco	
mycologist	epidemiologist	single	isco	
mycologist	expert	single	isco	
mycologist	hearer	single	isco	
mycologist	immunologist	single	isco	
mycologist	organism	single	wordnet	
mycologist	person	single	wordnet	
mycologist	physical-object	single	wordnet	
mycologist	practitioner	single	isco	
mycologist	professional	single	isco	
mycologist	property	single	sumo	
mycologist	research-worker	accepted	isco wikidata	
mycologist	scientist	accepted	isco wikidata wordnet	
mycologist	security-consultant	single	isco	
mycologist	specialist	single	isco	
mycologist	surveyor	single	isco	
mycologist	systems-analyst	single	isco	
mycologist	toxicologist	single	isco	
mycologist	worker	single	isco	
mycologist	writer	single	isco	
mystery	companion	single	sumo	
nailer	agent	accepted	sumo wordnet	
nailer	animal	single	sumo	
nailer	beater	single	isco	
nailer	blacksmith	single	wikidata	
nailer	blaster	single	isco	
nailer	body	single	sumo	
nailer	bodybuilder	single	isco	
nailer	builder	single	isco	
nailer	cabinetmaker	single	isco	
nailer	caster.person	single	isco	
nailer	closer	single	isco	
nailer	compositor	single	isco	
nailer	craftsman	accepted	isco wikidata	
nailer	dressmaker	single	isco	
nailer	engraver	single	isco	
nailer	fitter	single	isco	
nailer	glassworker	single	isco	
nailer	grader	single	isco	
nailer	human	single	sumo	
nailer	ironworker	single	isco	
nailer	machinist	single	isco	
nailer	maker	single	isco	
nailer	mammal	single	sumo	
nailer	mender	single	isco	
nailer	organism	accepted	sumo wordnet	
nailer	painter	single	isco	
nailer	patternmaker	single	isco	
nailer	person	accepted	sumo wikidata wordnet	
nailer	phenomenon	single	sumo	
nailer	physical-object	accepted	sumo wordnet	
nailer	populace	single	sumo	
nailer	refinisher	single	isco	
nailer	rigger	single	isco	
nailer	self	single	sumo	
nailer	sewer	single	isco	
nailer	shipwright	single	isco	
nailer	smith	single	isco	
nailer	species	single	sumo	
nailer	spinster	single	isco	
nailer	splitter	single	isco	
nailer	sprayer	single	isco	
nailer	stainer	single	isco	
nailer	stonecutter	single	isco	
nailer	tuner	single	isco	
nailer	turner	single	isco	
nailer	universe	single	sumo	
nailer	varnisher	single	isco	
nailer	vertebrate	single	sumo	
nailer	welder	single	isco	
nailer	woodcarver	single	isco	
nailer	worker	accepted	isco wikidata wordnet	
nanny	adjutant	single	isco	
nanny	adult	single	wordnet	
nanny	agent	single	wordnet	
nanny	ayah	single	isco	
nanny	bodyguard	single	isco	
nanny	companion	single	isco	
nanny	concierge	single	isco	
nanny	gamekeeper	single	isco	
nanny	guard	single	isco	
nanny	host	single	isco	
nanny	hostess	single	isco	
nanny	human	single	opencyc	
nanny	keeper	accepted	isco wordnet	
nanny	maid	single	wikidata	
nanny	mammal	single	opencyc	
nanny	organism	single	wordnet	
nanny	person	single	wordnet	
nanny	physical-object	single	wordnet	
nanny	servant	single	wikidata	
nanny	structure	single	opencyc	
nanny	system	single	opencyc	
nanny	vertebrate	single	opencyc	
nanny	woman	single	wordnet	
nanny	worker	accepted	isco opencyc wikidata	
narrator	adviser	single	isco	
narrator	agent	accepted	sumo wordnet	
narrator	analyst.person	single	isco	
narrator	animal	single	sumo	
narrator	architect	single	isco	
narrator	artist	accepted	isco opencyc	
narrator	body	single	sumo	
narrator	communicator	single	wordnet	
narrator	copywriter	single	isco	
narrator	developer	single	isco	
narrator	editor	single	isco	
narrator	educator	single	isco	
narrator	engineer	single	isco	
narrator	epidemiologist	single	isco	
narrator	expert	single	isco	
narrator	hearer	single	isco	
narrator	human	accepted	opencyc sumo	
narrator	immunologist	single	isco	
narrator	mammal	accepted	opencyc sumo	
narrator	organism	accepted	sumo wordnet	
narrator	person	accepted	sumo wordnet	
narrator	phenomenon	single	sumo	
narrator	physical-object	accepted	sumo wordnet	
narrator	populace	single	sumo	
narrator	practitioner	single	isco	
narrator	professional	accepted	isco opencyc	
narrator	reporter	single	isco	
narrator	research-worker	single	isco	
narrator	scientist	single	isco	
narrator	security-consultant	single	isco	
narrator	self	single	sumo	
narrator	skilled-worker	single	opencyc	
narrator	speaker	single	wordnet	
narrator	specialist	single	isco	
narrator	species	single	sumo	
narrator	sports-announcer	single	isco	
narrator	structure	single	opencyc	
narrator	system	single	opencyc	
narrator	systems-analyst	single	isco	
narrator	translator	single	isco	
narrator	universe	single	sumo	
narrator	vertebrate	accepted	opencyc sumo	
narrator	worker	accepted	isco opencyc	
narrator	writer	single	isco	
naturopath	adviser	single	isco	
naturopath	agent	single	wordnet	
naturopath	analyst.person	single	isco	
naturopath	architect	single	isco	
naturopath	artist	single	isco	
naturopath	attribute	single	sumo	
naturopath	copywriter	single	isco	
naturopath	developer	single	isco	
naturopath	doctor	single	isco	
naturopath	educator	single	isco	
naturopath	engineer	single	isco	
naturopath	epidemiologist	single	isco	
naturopath	expert	accepted	isco wordnet	
naturopath	hearer	single	isco	
naturopath	immunologist	single	isco	
naturopath	organism	single	wordnet	
naturopath	person	single	wordnet	
naturopath	physical-object	single	wordnet	
naturopath	practitioner	single	isco	
naturopath	professional	single	isco	
naturopath	property	single	sumo	
naturopath	research-worker	single	isco	
naturopath	scientist	single	isco	
naturopath	security-consultant	single	isco	
naturopath	specialist	single	isco	
naturopath	surgeon	single	isco	
naturopath	systems-analyst	single	isco	
naturopath	therapist	single	wordnet	
naturopath	worker	single	isco	
naturopath	writer	single	isco	
newcomer	traveler	single	wordnet	
nonsense	companion	single	sumo	
notary	adviser	single	isco	
notary	agent	single	wordnet	
notary	analyst.person	single	isco	
notary	architect	single	isco	
notary	artist	single	isco	
notary	copywriter	single	isco	
notary	developer	single	isco	
notary	editor	single	isco	
notary	educator	single	isco	
notary	engineer	single	isco	
notary	epidemiologist	single	isco	
notary	expert	single	isco	
notary	hearer	single	isco	
notary	immunologist	single	isco	
notary	jurist	single	isco	
notary	official	single	wordnet	
notary	organism	single	wordnet	
notary	organization	single	schemaorg	
notary	person	single	wordnet	
notary	physical-object	single	wordnet	
notary	place	single	schemaorg	
notary	practitioner	single	isco	
notary	professional	accepted	isco wikidata	
notary	reporter	single	isco	
notary	research-worker	single	isco	
notary	scientist	single	isco	
notary	security-consultant	single	isco	
notary	skilled-worker	single	wordnet	
notary	specialist	accepted	isco wikidata	
notary	sports-announcer	single	isco	
notary	systems-analyst	single	isco	
notary	translator	single	isco	
notary	worker	accepted	isco wikidata wordnet	
notary	writer	single	isco	
novelist	adviser	single	isco	
novelist	agent	single	wordnet	
novelist	analyst.person	single	isco	
novelist	architect	single	isco	
novelist	artist	accepted	isco opencyc wikidata	
novelist	attribute	single	sumo	
novelist	communicator	accepted	opencyc wordnet	
novelist	copywriter	single	isco	
novelist	developer	single	isco	
novelist	editor	single	isco	
novelist	educator	single	isco	
novelist	engineer	single	isco	
novelist	epidemiologist	single	isco	
novelist	expert	single	isco	
novelist	hearer	single	isco	
novelist	human	single	opencyc	
novelist	immunologist	single	isco	
novelist	mammal	single	opencyc	
novelist	organism	single	wordnet	
novelist	person	accepted	wikidata wordnet	
novelist	physical-object	single	wordnet	
novelist	practitioner	single	isco	
novelist	professional	single	isco	
novelist	property	single	sumo	
novelist	reporter	single	isco	
novelist	research-worker	single	isco	
novelist	scientist	single	isco	
novelist	security-consultant	single	isco	
novelist	specialist	single	isco	
novelist	sports-announcer	single	isco	
novelist	structure	single	opencyc	
novelist	system	single	opencyc	
novelist	systems-analyst	single	isco	
novelist	translator	single	isco	
novelist	vertebrate	single	opencyc	
novelist	worker	accepted	isco opencyc	
novelist	writer	accepted	isco wikidata wordnet	
nuance	companion	single	sumo	
nuclear-physicist	adviser	single	isco	
nuclear-physicist	agent	single	wordnet	
nuclear-physicist	analyst.person	single	isco	
nuclear-physicist	architect	single	isco	
nuclear-physicist	artist	single	isco	
nuclear-physicist	copywriter	single	isco	
nuclear-physicist	developer	single	isco	
nuclear-physicist	educator	single	isco	
nuclear-physicist	engineer	single	isco	
nuclear-physicist	epidemiologist	single	isco	
nuclear-physicist	expert	single	isco	
nuclear-physicist	hearer	single	isco	
nuclear-physicist	immunologist	single	isco	
nuclear-physicist	organism	single	wordnet	
nuclear-physicist	person	single	wordnet	
nuclear-physicist	physical-object	single	wordnet	
nuclear-physicist	practitioner	single	isco	
nuclear-physicist	professional	single	isco	
nuclear-physicist	research-worker	accepted	isco wikidata	
nuclear-physicist	scientist	accepted	isco wikidata wordnet	
nuclear-physicist	security-consultant	single	isco	
nuclear-physicist	specialist	single	isco	
nuclear-physicist	surveyor	single	isco	
nuclear-physicist	systems-analyst	single	isco	
nuclear-physicist	worker	single	isco	
nuclear-physicist	writer	single	isco	
numerologist	adjutant	single	isco	
numerologist	agent	accepted	sumo wordnet	
numerologist	animal	single	sumo	
numerologist	body	single	sumo	
numerologist	bodyguard	single	isco	
numerologist	companion	single	isco	
numerologist	concierge	single	isco	
numerologist	gamekeeper	single	isco	
numerologist	guard	single	isco	
numerologist	host	single	isco	
numerologist	hostess	single	isco	
numerologist	human	single	sumo	
numerologist	keeper	single	isco	
numerologist	mammal	single	sumo	
numerologist	organism	accepted	sumo wordnet	
numerologist	person	accepted	sumo wordnet	
numerologist	phenomenon	single	sumo	
numerologist	physical-object	accepted	sumo wordnet	
numerologist	populace	single	sumo	
numerologist	self	single	sumo	
numerologist	species	single	sumo	
numerologist	steward.person	single	isco	
numerologist	stewardess	single	isco	
numerologist	universe	single	sumo	
numerologist	vertebrate	single	sumo	
numerologist	worker	single	isco	
nun	cameraman	single	isco	
nun	inquiry-agent	single	isco	
nun	inspector	single	isco	
nun	paralegal	single	isco	
nun	promoter	single	isco	
nun	technician	single	isco	
nurse	analyst.person	single	isco	
nurse	copywriter	single	isco	
nurse	developer	single	isco	
nurse	educator	single	isco	
nurse	epidemiologist	single	isco	
nurse	hearer	single	isco	
nurse	immunologist	single	isco	
nurse	practitioner	single	isco	
nurse	security-consultant	single	isco	
nurse	skilled-worker	single	opencyc	
nurse	systems-analyst	single	isco	
nursing-aide	adjutant	single	isco	
nursing-aide	agent	single	wordnet	
nursing-aide	aide	single	wordnet	
nursing-aide	assistant	single	wordnet	
nursing-aide	attribute	single	sumo	
nursing-aide	ayah	single	isco	
nursing-aide	bodyguard	single	isco	
nursing-aide	companion	single	isco	
nursing-aide	concierge	single	isco	
nursing-aide	gamekeeper	single	isco	
nursing-aide	guard	single	isco	
nursing-aide	host	single	isco	
nursing-aide	hostess	single	isco	
nursing-aide	keeper	single	isco	
nursing-aide	organism	single	wordnet	
nursing-aide	person	single	wordnet	
nursing-aide	physical-object	single	wordnet	
nursing-aide	property	single	sumo	
nursing-aide	worker	accepted	isco wordnet	
oboist	adviser	single	isco	
oboist	agent	single	wordnet	
oboist	analyst.person	single	isco	
oboist	architect	single	isco	
oboist	artist	single	isco	
oboist	attribute	single	sumo	
oboist	copywriter	single	isco	
oboist	developer	single	isco	
oboist	editor	single	isco	
oboist	educator	single	isco	
oboist	engineer	single	isco	
oboist	epidemiologist	single	isco	
oboist	expert	single	isco	
oboist	hearer	single	isco	
oboist	immunologist	single	isco	
oboist	instrumentalist	single	wordnet	
oboist	organism	single	wordnet	
oboist	performer	single	wordnet	
oboist	person	single	wordnet	
oboist	physical-object	single	wordnet	
oboist	practitioner	single	isco	
oboist	professional	single	isco	
oboist	property	single	sumo	
oboist	reporter	single	isco	
oboist	research-worker	single	isco	
oboist	scientist	single	isco	
oboist	security-consultant	single	isco	
oboist	specialist	single	isco	
oboist	sports-announcer	single	isco	
oboist	systems-analyst	single	isco	
oboist	translator	single	isco	
oboist	worker	single	isco	
oboist	writer	single	isco	
observer	adviser	single	isco	
observer	agent	accepted	sumo wordnet	
observer	analyst.person	single	isco	
observer	animal	single	sumo	
observer	architect	single	isco	
observer	artist	single	isco	
observer	body	single	sumo	
observer	copywriter	single	isco	
observer	critic	single	wikidata	
observer	developer	single	isco	
observer	editor	single	isco	
observer	educator	single	isco	
observer	engineer	single	isco	
observer	epidemiologist	single	isco	
observer	expert	accepted	isco wordnet	
observer	hearer	single	isco	
observer	human	accepted	opencyc sumo	
observer	immunologist	single	isco	
observer	mammal	accepted	opencyc sumo	
observer	organism	accepted	sumo wordnet	
observer	person	accepted	sumo wikidata wordnet	
observer	phenomenon	single	sumo	
observer	physical-object	accepted	sumo wordnet	
observer	populace	single	sumo	
observer	practitioner	single	isco	
observer	professional	single	isco	
observer	reporter	single	isco	
observer	research-worker	single	isco	
observer	scientist	single	isco	
observer	security-consultant	single	isco	
observer	self	single	sumo	
observer	specialist	single	isco	
observer	species	single	sumo	
observer	sports-announcer	disputed	isco	wikidata
observer	structure	single	opencyc	
observer	system	single	opencyc	
observer	systems-analyst	single	isco	
observer	translator	single	isco	
observer	universe	single	sumo	
observer	vertebrate	accepted	opencyc sumo	
observer	worker	accepted	isco opencyc	
observer	writer	single	isco	
oceanographer	adult	single	opencyc	
oceanographer	adviser	single	isco	
oceanographer	agent	single	wordnet	
oceanographer	analyst.person	single	isco	
oceanographer	architect	single	isco	
oceanographer	artist	single	isco	
oceanographer	attribute	single	sumo	
oceanographer	copywriter	single	isco	
oceanographer	developer	single	isco	
oceanographer	educator	single	isco	
oceanographer	engineer	single	isco	
oceanographer	epidemiologist	single	isco	
oceanographer	expert	single	isco	
oceanographer	hearer	single	isco	
oceanographer	human	single	opencyc	
oceanographer	immunologist	single	isco	
oceanographer	mammal	single	opencyc	
oceanographer	organism	single	wordnet	
oceanographer	person	single	wordnet	
oceanographer	physical-object	single	wordnet	
oceanographer	practitioner	single	isco	
oceanographer	professional	single	isco	
oceanographer	property	single	sumo	
oceanographer	research-worker	single	isco	
oceanographer	scientist	accepted	isco opencyc wordnet	
oceanographer	security-consultant	single	isco	
oceanographer	specialist	single	isco	
oceanographer	structure	single	opencyc	
oceanographer	surveyor	single	isco	
oceanographer	system	single	opencyc	
oceanographer	systems-analyst	single	isco	
oceanographer	vertebrate	single	opencyc	
oceanographer	worker	accepted	isco opencyc	
oceanographer	writer	single	isco	
official	skilled-worker	single	wordnet	
omission	companion	single	sumo	
operator	adult	single	opencyc	
operator	agent	single	wordnet	
operator	attribute	single	sumo	
operator	human	single	opencyc	
operator	mammal	single	opencyc	
operator	property	single	sumo	
operator	structure	single	opencyc	
operator	system	single	opencyc	
operator	vertebrate	single	opencyc	
operator	worker	accepted	isco opencyc wikidata	
opportunity	companion	single	sumo	
opposite	companion	single	sumo	
optician	adult	single	opencyc	
optician	agent	single	wordnet	
optician	attribute	single	sumo	
optician	cameraman	single	isco	
optician	detective	single	isco	
optician	human	single	opencyc	
optician	inquiry-agent	single	isco	
optician	inspector	single	isco	
optician	mammal	single	opencyc	
optician	man	single	isco	
optician	organism	single	wordnet	
optician	organization	accepted	schemaorg yago	
optician	paralegal	single	isco	
optician	person	single	wordnet	
optician	physical-object	single	wordnet	
optician	place	accepted	schemaorg yago	
optician	professional	single	opencyc	
optician	promoter	single	isco	
optician	property	single	sumo	
optician	skilled-worker	accepted	opencyc wordnet	
optician	structure	single	opencyc	
optician	supervisor	single	isco	
optician	system	single	opencyc	
optician	technician	single	isco	
optician	vertebrate	single	opencyc	
optician	woman	single	isco	
optician	worker	accepted	isco opencyc wordnet	
optician	workplace	single	wikidata	
option	companion	single	sumo	
optometrist	adult	single	opencyc	
optometrist	adviser	single	isco	
optometrist	agent	single	wordnet	
optometrist	analyst.person	single	isco	
optometrist	architect	single	isco	
optometrist	artist	single	isco	
optometrist	attribute	single	sumo	
optometrist	copywriter	single	isco	
optometrist	developer	single	isco	
optometrist	doctor	single	isco	
optometrist	educator	single	isco	
optometrist	engineer	single	isco	
optometrist	epidemiologist	single	isco	
optometrist	expert	accepted	isco wordnet	
optometrist	hearer	single	isco	
optometrist	human	single	opencyc	
optometrist	immunologist	single	isco	
optometrist	mammal	single	opencyc	
optometrist	organism	single	wordnet	
optometrist	person	single	wordnet	
optometrist	physical-object	single	wordnet	
optometrist	practitioner	single	isco	
optometrist	professional	accepted	isco opencyc	
optometrist	property	single	sumo	
optometrist	research-worker	single	isco	
optometrist	scientist	single	isco	
optometrist	security-consultant	single	isco	
optometrist	skilled-worker	single	opencyc	
optometrist	specialist	accepted	isco wordnet	
optometrist	structure	single	opencyc	
optometrist	surgeon	single	isco	
optometrist	system	single	opencyc	
