kind	sub	sup	detail
single	mistral	weather	only wordnet
single	mistral	wind	only wordnet
single	moderate-breeze	natural-event	only wordnet
single	moderate-breeze	process	only wordnet
single	moderate-breeze	weather	only wordnet
single	moderate-breeze	wind	only wordnet
single	moderate-gale	natural-event	only wordnet
single	moderate-gale	process	only wordnet
single	moderate-gale	weather	only wordnet
single	moderate-gale	wind	only wordnet
single	mohorovicic-discontinuity	place	only sumo
single	moment-magnitude-scale	quantity	only sumo
single	monocline	physical-object	only wordnet
single	monsoon	event	only sumo
single	monsoon	motion	only wikidata
single	monsoon	natural-event	only wordnet
single	monsoon	process	only wordnet
single	monsoon	weather	only wordnet
single	monsoon-season	season	only wordnet
single	monsoon-wind	event	only sumo
single	monsoon-wind	natural-event	only wordnet
single	monsoon-wind	precipitation	only wordnet
single	monsoon-wind	process	only wordnet
single	monsoon-wind	weather	only wordnet
single	moor	environment	only wikidata
single	moor	geographical-area	only sumo
single	moor	physical-object	only wordnet
single	moor	place	only sumo
single	moor	yard	only sumo
single	mother-lode	collection	only sumo
single	mother-lode	geological-phenomenon	only wordnet
single	mother-lode	natural-event	only wordnet
single	mother-lode	process	only wordnet
single	mother-lode	sedimentation	only wordnet
single	mountain	geographical-feature	only wikidata
single	mountain	geological-formation	only wordnet
single	mountain-range	geographical-feature	only wikidata
single	mountainside	geological-formation	only wordnet
single	mountainside	physical-object	only wordnet
single	nacreous-cloud	material	only sumo
single	nacreous-cloud	natural-event	only wordnet
single	nacreous-cloud	process	only wordnet
single	nacreous-cloud	substance	only sumo
single	narrows	landform	only yago
single	narrows	place	only yago
single	narrows	water-channel	only wordnet
single	natural-basin	geographical-feature	only wikidata
single	natural-basin	geological-formation	only wordnet
single	natural-basin	landform	only wikidata
single	natural-basin	physical-object	only wordnet
single	natural-depression	geographical-feature	only wikidata
single	natural-elevation	geographical-area	only sumo
single	natural-elevation	land	only sumo
single	natural-elevation	physical-object	only wordnet
single	natural-elevation	place	only sumo
single	natural-elevation	yard	only sumo
single	natural-ridge	geological-formation	only wordnet
single	natural-ridge	physical-object	only wordnet
single	nautical-chart	information	only opencyc
single	naval-chart	artifact	only wordnet
single	naval-chart	information	only sumo
single	naval-chart	map	only wordnet
single	naval-chart	physical-object	only wordnet
single	neap-tide	event	only wordnet
single	neap-tide	motion	only wikidata
single	nebule	material	only sumo
single	nebule	natural-event	only wordnet
single	nebule	process	only wordnet
single	nebule	substance	only sumo
single	nephology	cognition	only wordnet
single	nephology	earth-science	only wordnet
single	nephology	natural-science	only wordnet
single	nephology	science	only wordnet
single	neritic-zone	beach	only sumo
single	neritic-zone	geological-formation	only wordnet
single	neritic-zone	land	only sumo
single	neritic-zone	natural-depression	only wordnet
single	neritic-zone	physical-object	only wordnet
single	neritic-zone	place	only sumo
single	neritic-zone	shore	only sumo
single	neritic-zone	waterbody-bed	only wordnet
single	neritic-zone	waterside	only sumo
single	neritic-zone	yard	only sumo
single	nimbostratus	weather	only wikidata
single	nimbus	material	only sumo
single	nimbus	natural-event	only wordnet
single	nimbus	process	only wordnet
single	nimbus	substance	only sumo
single	noah's-flood	event	only sumo
single	noah's-flood	geological-phenomenon	only wordnet
single	noah's-flood	natural-event	only wordnet
single	noah's-flood	process	only wordnet
single	north	compass-point	only wordnet
single	north-by-east	attribute	only sumo
single	north-by-east	property	only sumo
single	north-by-west	attribute	only sumo
single	north-by-west	property	only sumo
single	north-equatorial-current	event	only wordnet
single	north-equatorial-current	geographical-feature	only wikidata
single	north-equatorial-current	motion	only wikidata
single	north-northeast	attribute	only sumo
single	north-northeast	property	only sumo
single	north-northwest	attribute	only sumo
single	north-northwest	property	only sumo
single	north-wind	natural-event	only wordnet
single	north-wind	process	only wordnet
single	north-wind	situation	only opencyc
single	northeast	attribute	only sumo
single	northeast	property	only sumo
single	northeast-by-east	attribute	only sumo
single	northeast-by-east	property	only sumo
single	northeast-by-north	attribute	only sumo
single	northeast-by-north	property	only sumo
single	northeaster	event	only sumo
single	northeaster	natural-event	only wordnet
single	northeaster	process	only wordnet
single	northwest	attribute	only sumo
single	northwest	property	only sumo
single	northwest-by-north	attribute	only sumo
single	northwest-by-north	property	only sumo
single	northwest-by-west	attribute	only sumo
single	northwest-by-west	property	only sumo
single	northwest-wind	natural-event	only wordnet
single	northwest-wind	process	only wordnet
single	northwest-wind	situation	only opencyc
single	oasis	environment	only opencyc
single	oblate-spheroid	surface	only opencyc
single	observer's-meridian	physical-object	only wordnet
single	occluded-front	event	only opencyc
single	occluded-front	natural-event	only wordnet
single	occluded-front	process	only wordnet
single	occluded-front	situation	only opencyc
single	occluded-front	weather	only opencyc
single	ocean-floor	natural-depression	only wordnet
single	ocean-floor	physical-object	only wordnet
single	ocean-gyre	geographical-feature	only wikidata
single	ocean-gyre	motion	only wikidata
single	oceanfront	beach	only sumo
single	oceanfront	geographical-area	only sumo
single	oceanfront	land	only sumo
single	oceanfront	physical-object	only wordnet
single	oceanfront	place	only sumo
single	oceanfront	shore	only sumo
single	oceanfront	waterside	only sumo
single	oceanfront	yard	only sumo
single	oceanic-ridge	geographical-area	only sumo
single	oceanic-ridge	geographical-feature	only wikidata
single	oceanic-ridge	physical-object	only wordnet
single	oceanic-ridge	place	only sumo
single	oceanic-trench	geographical-area	only sumo
single	oceanic-trench	geographical-feature	only wikidata
single	oceanic-trench	geological-formation	only wordnet
single	oceanic-trench	physical-object	only wordnet
single	oceanography	cognition	only wordnet
single	oceanography	natural-science	only wordnet
single	oceanography	science	only wordnet
single	odometer	artifact	only opencyc
single	odometer	device	only opencyc
single	offing	geographical-area	only sumo
single	offing	place	only sumo
single	omnirange	component	only sumo
single	omnirange	device	only sumo
single	omnirange	mechanism	only sumo
single	omnirange	physical-object	only wordnet
single	orbit	geographical-area	only sumo
single	ore-bed	geographical-area	only sumo
single	ore-bed	layer	only wordnet
single	ore-bed	physical-object	only wordnet
single	orology	cognition	only wordnet
single	orology	earth-science	only wordnet
single	orology	natural-science	only wordnet
single	orology	science	only wordnet
single	outcrop	material	only sumo
single	outcrop	mineral	only sumo
single	outcrop	natural-object	only wordnet
single	outcrop	physical-object	only wordnet
single	outcrop	substance	only sumo
single	outthrust	material	only sumo
single	outthrust	mineral	only sumo
single	outthrust	natural-object	only wordnet
single	outthrust	physical-object	only wordnet
single	outthrust	rock	only wordnet
single	outthrust	substance	only sumo
single	overlying-stratum	physical-object	only wordnet
single	overlying-stratum	place	only wordnet
single	oxbow	geographical-area	only sumo
single	oxbow	physical-object	only wordnet
single	oxbow	place	only sumo
single	oxbow	yard	only sumo
single	oxbow-lake	landform	only yago
single	oxbow-lake	place	only yago
single	ozone-layer	empty-space	only sumo
single	ozone-layer	physical-object	only wordnet
single	ozone-layer	sky	only sumo
single	paleoanthropology	cognition	only wordnet
single	paleoanthropology	earth-science	only wordnet
single	paleoanthropology	natural-science	only wordnet
single	paleoanthropology	paleontology	only wordnet
single	paleoanthropology	science	only wordnet
single	paleobiology	cognition	only wordnet
single	paleobiology	earth-science	only wordnet
single	paleobiology	natural-science	only wordnet
single	paleobiology	science	only wordnet
single	paleobotany	biology	only wordnet
single	paleobotany	cognition	only wordnet
single	paleobotany	earth-science	only wordnet
single	paleobotany	natural-science	only wordnet
single	paleobotany	paleontology	only wordnet
single	paleobotany	science	only wordnet
single	paleodendrology	biology	only wordnet
single	paleodendrology	cognition	only wordnet
single	paleodendrology	earth-science	only wordnet
single	paleodendrology	natural-science	only wordnet
single	paleodendrology	paleobiology	only wordnet
single	paleodendrology	paleontology	only wordnet
single	paleodendrology	science	only wordnet
single	paleogeology	cognition	only wordnet
single	paleogeology	earth-science	only wordnet
single	paleogeology	natural-science	only wordnet
single	paleogeology	science	only wordnet
single	paleomammalogy	biology	only wordnet
single	paleomammalogy	cognition	only wordnet
single	paleomammalogy	earth-science	only wordnet
single	paleomammalogy	natural-science	only wordnet
single	paleomammalogy	paleobiology	only wordnet
single	paleomammalogy	science	only wordnet
single	paleontology	cognition	only wordnet
single	paleontology	natural-science	only wordnet
single	paleontology	science	only wordnet
single	paleornithology	biology	only wordnet
single	paleornithology	cognition	only wordnet
single	paleornithology	earth-science	only wordnet
single	paleornithology	natural-science	only wordnet
single	paleornithology	paleobiology	only wordnet
single	paleornithology	science	only wordnet
single	paleozoology	biology	only wordnet
single	paleozoology	cognition	only wordnet
single	paleozoology	earth-science	only wordnet
single	paleozoology	natural-science	only wordnet
single	paleozoology	science	only wordnet
single	pasture	biome	only wikidata
single	path	geographical-area	only sumo
single	patio	geographical-area	only sumo
single	peak	geographical-area	only sumo
single	pebble	natural-object	only wordnet
single	pebble	physical-object	only wordnet
single	pedometer	artifact	only wikidata
single	pedometer	equipment	only wikidata
single	pedometer	physical-object	only wikidata
single	peneplain	geographical-feature	only wikidata
single	peneplain	land	only wordnet
single	peneplain	landform	only wikidata
single	peneplain	physical-object	only wordnet
single	peninsula	geographical-feature	only wikidata
single	peninsula	natural-elevation	only opencyc
single	peninsula	physical-object	only wordnet
single	peninsula	place	only yago
single	peninsula	promontory	only opencyc
single	petrifaction	material	only sumo
single	petrifaction	mineral	only sumo
single	petrifaction	natural-object	only wordnet
single	petrifaction	physical-object	only wordnet
single	petrifaction	substance	only sumo
single	petroleum-geology	cognition	only wordnet
single	petroleum-geology	earth-science	only wordnet
single	petroleum-geology	geology	only wordnet
single	petroleum-geology	natural-science	only wordnet
single	petroleum-geology	science	only wordnet
single	petrology	cognition	only wordnet
single	petrology	earth-science	only wordnet
single	petrology	geophysics	only wordnet
single	petrology	natural-science	only wordnet
single	petrology	science	only wordnet
single	physical-geography	cognition	only wordnet
single	physical-geography	earth-science	only wordnet
single	physical-geography	natural-science	only wordnet
single	physical-geography	research	only wikidata
single	piedmont	geographical-area	only sumo
single	piedmont	geological-formation	only wordnet
single	piedmont	land	only sumo
single	piedmont	physical-object	only wordnet
single	piedmont	place	only sumo
single	piedmont	yard	only sumo
single	piedmont-glacier	geographical-feature	only wikidata
single	piedmont-glacier	geological-formation	only wordnet
single	piedmont-glacier	ice-mass	only wordnet
single	piedmont-glacier	landform	only wikidata
single	piedmont-glacier	physical-object	only wordnet
single	placer	sediment	only wordnet
single	placer	substance	only wordnet
single	plain	geographical-feature	only wikidata
single	plain	physical-object	only wordnet
single	plain	place	only yago
single	planation	geological-process	only wordnet
single	planation	process	only wordnet
single	plat-map	artifact	only wordnet
single	plat-map	information	only sumo
single	plat-map	physical-object	only wordnet
single	plateau	geographical-feature	only wikidata
single	plateau	geological-formation	only wordnet
single	plateau	physical-object	only wordnet
single	plateau	place	only yago
single	plateau	surface	only opencyc
single	point	natural-elevation	only opencyc
single	point	peninsula	only opencyc
single	point	promontory	only opencyc
single	polar-circle	physical-object	only wordnet
single	polar-climate	atmospheric-science	only wikidata
single	polar-climate	climatology	only wikidata
single	polar-climate	geography	only wikidata
single	polar-climate	meteorology	only wikidata
single	polar-climate	oceanography	only wikidata
single	polar-climate	physical-geography	only wikidata
single	polar-climate	research	only wikidata
single	polar-climate	science	only wikidata
single	polar-glacier	geological-formation	only wordnet
single	polar-glacier	glacier	only wordnet
single	polar-glacier	ice-mass	only wordnet
single	polar-glacier	physical-object	only wordnet
single	polar-vortex	motion	only wikidata
single	polar-vortex	storm	only wikidata
single	polar-vortex	wind	only wikidata
single	polyconic-projection	artifact	only wordnet
single	polyconic-projection	information	only sumo
single	polyconic-projection	map-projection	only opencyc
single	polyconic-projection	physical-object	only wordnet
single	polynya	geographical-area	only sumo
single	polynya	place	only sumo
single	pool	geographical-area	only sumo
single	postal-code	geocode	only opencyc
single	postal-code	information	only opencyc
single	pothole	cavity	only opencyc
single	pothole	geological-formation	only wordnet
single	pothole	physical-object	only wordnet
single	prairie	geographical-area	only wordnet
single	prairie	group	only wordnet
single	prairie	physical-object	only wordnet
single	prairie	region	only wordnet
single	precipice	escarpment	only claude
single	precipice	geographical-area	only sumo
single	precipice	geological-formation	only wordnet
single	precipice	land	only sumo
single	precipice	physical-object	only wordnet
single	precipice	place	only sumo
single	precipice	yard	only sumo
single	precipitation	event	only sumo
single	precipitation	natural-event	only wordnet
single	precipitation	process	only wordnet
single	precipitation	visit	only sumo
single	prevailing-westerly	event	only sumo
single	prevailing-westerly	natural-event	only wordnet
single	prevailing-westerly	process	only wordnet
single	prevailing-westerly	weather	only wordnet
single	prevailing-wind	natural-event	only wordnet
single	prevailing-wind	process	only wordnet
single	prevailing-wind	situation	only opencyc
single	prime-meridian	physical-object	only wordnet
single	principle-of-superposition	cognition	only wordnet
single	principle-of-superposition	concept	only wordnet
single	principle-of-superposition	idea	only wordnet
single	promontory	geographical-area	only sumo
single	promontory	geographical-feature	only wikidata
single	promontory	geological-formation	only wordnet
single	promontory	land	only sumo
single	promontory	physical-object	only wordnet
single	promontory	yard	only sumo
single	quarter	geographical-area	only sumo
single	quicksand	geological-formation	only wordnet
single	quicksand	natural-depression	only wordnet
single	quicksand	physical-object	only wordnet
single	racetrack	geographical-area	only sumo
single	radar	detector	only opencyc
single	radar	device	only opencyc
single	radar	equipment	only wikidata
single	radar	physical-object	only wikidata
single	rain-gauge	physical-object	only wordnet
single	rain-shower	precipitation	only wordnet
single	rain-wash	event	only sumo
single	rain-wash	geological-erosion	only wordnet
single	rain-wash	geological-process	only wordnet
single	rain-wash	process	only wordnet
single	rain-wash	soil-erosion	only wordnet
single	rain-wash	visit	only sumo
single	rainstorm	natural-event	only wordnet
single	rainstorm	precipitation	only wordnet
single	rainstorm	process	only wordnet
single	rainstorm	weather	only wordnet
single	rainy-season	event	only opencyc
single	rainy-season	situation	only opencyc
single	rainy-season	weather	only opencyc
single	ranch	geographic-point	only wordnet
single	rapids	landform	only yago
single	rapids	place	only yago
single	ravine	cavity	only opencyc
single	ravine	depression	only opencyc
single	ravine	geographical-feature	only wikidata
single	ravine	geological-formation	only wordnet
single	ravine	physical-object	only wordnet
single	ravine	place	only yago
single	red-clay	soil	only wordnet
single	reef	geographical-feature	only wikidata
single	reef	geological-formation	only wordnet
single	reef	island	only wikidata
single	reef	natural-elevation	only wordnet
single	reef	physical-object	only wordnet
single	reef	place	only yago
single	regur	material	only wordnet
single	regur	soil	only wordnet
single	regur	substance	only wordnet
single	relict	physical-object	only wordnet
single	remote-sensing	action	only opencyc
single	remote-sensing	event	only opencyc
single	remote-sensing	situation	only opencyc
single	residence	geographic-point	only wordnet
single	residence	geographical-area	only sumo
single	residential-district	geographical-area	only sumo
single	richter-magnitude-scale	quantity	only sumo
single	ridge	geographical-feature	only wikidata
single	rift-valley	cavity	only opencyc
single	rift-valley	depression	only opencyc
single	rift-valley	fault	only opencyc
single	rift-valley	geographical-feature	only wikidata
single	rift-valley	geological-fault	only opencyc
single	rift-valley	geological-formation	only wordnet
single	rift-valley	landform	only wikidata
single	rift-valley	physical-object	only wordnet
single	rill	geographical-area	only sumo
single	rill	place	only sumo
single	rill	stream	only sumo
single	rip-current	geographical-feature	only wikidata
single	rip-current	motion	only wikidata
single	riparian-forest	body-of-water	only yago
single	riparian-forest	environment	only wikidata
single	riparian-forest	geographical-feature	only wikidata
single	riparian-forest	group	only wordnet
single	riparian-forest	habitat	only wikidata
single	riparian-forest	land	only wordnet
single	riparian-forest	landform	only yago
single	riparian-forest	physical-object	only wordnet
single	riparian-forest	place	only yago
single	ripple-mark	natural-elevation	only wordnet
single	ripple-mark	physical-object	only wordnet
single	river-boulder	natural-object	only wordnet
single	river-boulder	physical-object	only wordnet
single	river-boulder	rock	only wordnet
single	river-delta	geographical-feature	only wikidata
single	river-delta	physical-object	only wordnet
single	river-delta	sediment	only wordnet
single	river-delta	substance	only wordnet
single	river-mouth	physical-object	only wordnet
single	river-source	geographical-area	only sumo
single	river-source	geographical-feature	only wikidata
single	river-source	landform	only yago
single	riverbank	environment	only opencyc
single	riverbank	geographical-feature	only wikidata
single	riverbank	geological-formation	only wordnet
single	riverbank	natural-elevation	only opencyc
single	riverbank	physical-object	only wordnet
single	riverbank	slope	only wordnet
single	riverbed	geographical-area	only sumo
single	riverbed	geological-formation	only wordnet
single	riverbed	natural-depression	only wordnet
single	riverbed	physical-object	only wordnet
single	riverbed	place	only sumo
single	rivulet	geographical-area	only sumo
single	rivulet	landform	only yago
single	road	geographical-area	only sumo
single	road-map	artifact	only wordnet
single	road-map	physical-object	only wordnet
single	road-shoulder	geographical-area	only sumo
single	roadway	geographical-area	only sumo
single	rock-bed	geographical-area	only sumo
single	rock-bed	physical-object	only wordnet
single	rock-foliation	event	only sumo
single	rock-foliation	process	only wordnet
single	rock-material	rock	only sumo
single	rock-wall	physical-object	only wordnet
single	route	geographical-area	only sumo
single	salt-flat	geographical-area	only sumo
single	salt-flat	physical-object	only wordnet
single	salt-flat	place	only sumo
single	salt-flat	plain	only wordnet
single	salt-flat	yard	only sumo
single	salt-lick	material	only sumo
single	salt-lick	mineral	only sumo
single	saltpan	geological-formation	only wordnet
single	saltpan	natural-depression	only wordnet
single	saltpan	physical-object	only wordnet
single	sand-spit	geographical-area	only sumo
single	sand-spit	physical-object	only wordnet
single	sand-spit	place	only sumo
single	sand-spit	yard	only sumo
single	sandbank	geographical-area	only sumo
single	sandbank	geological-formation	only wordnet
single	sandbank	natural-elevation	only wordnet
single	sandbank	natural-ridge	only wordnet
single	sandbank	physical-object	only wordnet
single	sandbank	place	only sumo
single	sandbar	geographical-area	only sumo
single	sandbar	geological-formation	only wordnet
single	sandbar	natural-elevation	only wordnet
single	sandbar	natural-object	only wordnet
single	sandbar	physical-object	only wordnet
single	sandbar	place	only sumo
single	sandblast	event	only sumo
single	sandblast	natural-event	only wordnet
single	sandblast	process	only wordnet
single	sandblast	weather	only wordnet
single	sandblast	wind	only wordnet
single	santa-ana	event	only sumo
single	santa-ana	natural-event	only wordnet
single	santa-ana	process	only wordnet
single	santa-ana	weather	only wordnet
single	savanna	geographical-area	only wordnet
single	savanna	group	only wordnet
single	savanna	physical-object	only wordnet
single	savanna	place	only wordnet
single	savanna	region	only wordnet
single	sea-breeze	motion	only wikidata
single	sea-breeze	natural-event	only wordnet
single	sea-breeze	process	only wordnet
single	sea-breeze	situation	only opencyc
single	sea-cove	body-of-water	only wordnet
single	sea-level	geodetic-datum	only wikidata
single	sea-sound	geographical-area	only sumo
single	sea-sound	geographical-feature	only wikidata
single	sea-sound	landform	only wikidata
single	sea-sound	place	only sumo
single	seamount	geographical-area	only sumo
single	seamount	geographical-feature	only wikidata
single	seamount	geological-formation	only wordnet
single	seamount	physical-object	only wordnet
single	seaquake	geological-phenomenon	only wordnet
single	seaquake	natural-event	only wordnet
single	seaquake	process	only wordnet
single	seashore	geological-formation	only wordnet
single	seaside	geological-formation	only wordnet
single	seaside	physical-object	only wordnet
single	seaside	shore	only wordnet
single	sediment-saltation	event	only sumo
single	sedimentation	event	only sumo
single	sedimentation	locating	only sumo
single	sedimentation	natural-event	only wordnet
single	sedimentation	process	only wordnet
single	sedimentation	visit	only sumo
single	seif-dune	geological-formation	only wordnet
single	seif-dune	natural-elevation	only wordnet
single	seif-dune	natural-ridge	only wordnet
single	seif-dune	physical-object	only wordnet
single	seismic-disturbance	geological-phenomenon	only wordnet
single	seismic-disturbance	natural-event	only wordnet
single	seismic-disturbance	process	only wordnet
single	seismology	cognition	only wordnet
single	seismology	earth-science	only wordnet
single	seismology	geology	only wordnet
single	seismology	natural-science	only wordnet
single	seismology	physics	only wikidata
single	seismology	science	only wordnet
single	sextant	artifact	only opencyc
single	sextant	device	only opencyc
single	shallows	geographical-area	only sumo
single	shallows	place	only sumo
single	shingling	action	only opencyc
single	shingling	application	only opencyc
single	shingling	event	only opencyc
single	shingling	mineral	only sumo
single	shingling	situation	only opencyc
single	shoal	bank	only opencyc
single	shoal	earth-bank	only wordnet
single	shoal	geographical-feature	only wikidata
single	shoal	geological-formation	only wordnet
single	shoal	natural-ridge	only wordnet
single	shoal	physical-object	only wordnet
single	shoal	place	only yago
single	shore	geographical-area	only sumo
single	shore	land	only sumo
single	shore	physical-object	only wordnet
single	shore	place	only sumo
single	shore	yard	only sumo
single	shore-boulder	natural-object	only wordnet
single	shore-boulder	physical-object	only wordnet
single	shore-boulder	rock	only wordnet
single	silt	material	only wordnet
single	silt	substance	only wordnet
single	simoom	event	only sumo
single	simoom	natural-event	only wordnet
single	simoom	process	only wordnet
single	simoom	weather	only wordnet
single	sinkhole	cavity	only opencyc
single	sinkhole	depression	only opencyc
single	sinkhole	geological-formation	only wordnet
single	sinkhole	landform	only yago
single	sinkhole	physical-object	only wordnet
single	sinkhole	place	only yago
single	sinusoidal-projection	artifact	only wordnet
single	sinusoidal-projection	information	only sumo
single	sinusoidal-projection	physical-object	only wordnet
single	sketch-map	artifact	only wordnet
single	sketch-map	information	only sumo
single	sketch-map	physical-object	only wordnet
single	ski-slope	artifact	only opencyc
single	ski-slope	countryside	only opencyc
single	ski-slope	geological-formation	only wordnet
single	ski-slope	physical-object	only wordnet
single	slack-water	event	only wordnet
single	sleet	natural-event	only wordnet
single	sleet	process	only wordnet
single	sleet	weather	only wordnet
single	slope	geographical-feature	only wikidata
single	snowfield	geographical-area	only sumo
single	snowfield	physical-object	only wordnet
single	snowfield	place	only sumo
single	snowfield	yard	only sumo
single	soil-erosion	geological-process	only wordnet
single	soil-erosion	process	only wordnet
single	soil-horizon	physical-object	only wordnet
single	soil-horizon	place	only wordnet
single	solar-halo	event	only sumo
single	solar-halo	luminosity	only sumo
single	solar-halo	natural-event	only wordnet
single	solar-halo	process	only wordnet
single	solstice	event	only opencyc
single	solstice	situation	only opencyc
single	sonar	artifact	only wordnet
single	sonar	device	only wordnet
single	sonic-depth-finder	instrument	only wordnet
single	sonic-depth-finder	physical-object	only wordnet
single	south	compass-point	only wordnet
single	south-by-east	attribute	only sumo
single	south-by-east	property	only sumo
single	south-by-west	attribute	only sumo
single	south-by-west	property	only sumo
single	south-equatorial-current	event	only wordnet
single	south-equatorial-current	geographical-feature	only wikidata
single	south-equatorial-current	motion	only wikidata
single	south-sea-islands	geographical-area	only sumo
single	south-sea-islands	physical-object	only wordnet
single	south-sea-islands	place	only sumo
single	south-sea-islands	yard	only sumo
single	south-southeast	attribute	only sumo
single	south-southeast	property	only sumo
single	south-southwest	attribute	only sumo
single	south-southwest	property	only sumo
single	south-wind	natural-event	only wordnet
single	south-wind	process	only wordnet
single	south-wind	situation	only opencyc
single	southeast	attribute	only sumo
single	southeast	property	only sumo
single	southeast-by-east	attribute	only sumo
single	southeast-by-east	property	only sumo
single	southeast-by-south	attribute	only sumo
single	southeast-by-south	property	only sumo
single	southeaster	event	only sumo
single	southeaster	natural-event	only wordnet
single	southeaster	process	only wordnet
single	southeaster	weather	only wordnet
single	southwest	attribute	only sumo
single	southwest	property	only sumo
single	southwest-by-south	attribute	only sumo
single	southwest-by-south	property	only sumo
single	southwest-by-west	attribute	only sumo
single	southwest-by-west	property	only sumo
single	southwester	event	only sumo
single	southwester	motion	only wikidata
single	southwester	natural-event	only wordnet
single	southwester	process	only wordnet
single	southwester	weather	only wordnet
single	speleology	cognition	only wordnet
single	speleology	earth-science	only wordnet
single	speleology	game	only wikidata
single	speleology	motion	only wikidata
single	speleology	natural-science	only wordnet
single	speleology	science	only wordnet
single	speleology	voyage	only wikidata
single	spring-tide	event	only wordnet
single	spring-tide	motion	only wikidata
single	sprite-lightning	luminosity	only sumo
single	sprite-lightning	natural-event	only wordnet
single	sprite-lightning	process	only wordnet
single	squall	natural-event	only wordnet
single	squall	process	only wordnet
single	squall	weather	only wordnet
single	squall-line	natural-event	only wordnet
single	squall-line	process	only wordnet
single	squall-line	weather-front	only wordnet
single	station	geographical-area	only sumo
single	steppe	biome	only wikidata
single	steppe	land	only wordnet
single	steppe	physical-object	only wordnet
single	steppe	place	only yago
single	stereographic-projection	map-projection	only opencyc
single	storm-cloud	material	only sumo
single	storm-cloud	natural-event	only wordnet
single	storm-cloud	process	only wordnet
single	storm-cloud	substance	only sumo
single	storm-surge	high-tide	only wikidata
single	storm-surge	motion	only wikidata
single	storm-surge	tide	only wikidata
single	strait	channel	only opencyc
single	strait	geographical-feature	only wikidata
single	strait	place	only yago
single	stratigraphic-superposition	event	only sumo
single	stratigraphic-superposition	increase	only wordnet
single	stratigraphic-superposition	locating	only sumo
single	stratigraphic-superposition	process	only wordnet
single	stratigraphic-superposition	visit	only sumo
single	stratigraphy	cognition	only wordnet
single	stratigraphy	earth-science	only wordnet
single	stratigraphy	natural-science	only wordnet
single	stratigraphy	science	only wordnet
single	stratosphere	empty-space	only sumo
single	stratosphere	physical-object	only wordnet
single	stratosphere	sky	only sumo
single	stratus	material	only sumo
single	stratus	natural-event	only wordnet
single	stratus	process	only wordnet
single	stratus	substance	only sumo
single	stratus	weather	only wikidata
single	stream	geographical-area	only sumo
single	streambed	geographical-area	only sumo
single	streambed	geological-formation	only wordnet
single	streambed	natural-depression	only wordnet
single	streambed	physical-object	only wordnet
single	streambed	place	only sumo
single	street	geographical-area	only sumo
single	strong-breeze	natural-event	only wordnet
single	strong-breeze	process	only wordnet
single	strong-breeze	weather	only wordnet
single	strong-breeze	wind	only wordnet
single	strong-gale	natural-event	only wordnet
single	strong-gale	process	only wordnet
single	strong-gale	weather	only wordnet
single	strong-gale	wind	only wordnet
single	studio	geographic-point	only wordnet
single	subcontinent	geographical-area	only sumo
single	subcontinent	physical-object	only wordnet
single	subcontinent	place	only sumo
single	subcontinent	yard	only sumo
single	subtropics	physical-object	only wordnet
single	subtropics	region	only wordnet
single	summer-camp	geographical-area	only claude
single	summer-solstice	quantity	only sumo
single	sunset	event	only sumo
single	sunset	process	only wordnet
single	supercontinent	geographical-feature	only wikidata
single	supercontinent	landform	only yago
single	supercontinent	place	only yago
single	supertwister	cyclonic-storm	only wordnet
single	supertwister	event	only sumo
single	supertwister	natural-event	only wordnet
single	supertwister	process	only wordnet
single	supertwister	storm	only wordnet
single	supertwister	windstorm	only wordnet
single	surroundings	geographical-area	only wordnet
single	swale	geological-formation	only wordnet
single	swale	natural-depression	only wordnet
single	swale	physical-object	only wordnet
single	swamp	body-of-water	only yago
single	swamp	countryside	only opencyc
single	swamp	forest	only opencyc
single	swamp	geographical-feature	only wikidata
single	swamp	habitat	only wikidata
single	swamp	landform	only yago
single	swamp	obstacle	only opencyc
single	swamp	place	only yago
single	taiga	countryside	only opencyc
single	taiga	forest	only opencyc
single	taiga	obstacle	only opencyc
single	tailwind	natural-event	only wordnet
single	tailwind	process	only wordnet
single	tailwind	weather	only wordnet
single	talus	geographical-area	only sumo
single	talus	land	only sumo
single	talus	place	only sumo
single	talus	yard	only sumo
single	tar-pit	geographical-area	only sumo
single	tar-pit	geographical-feature	only wikidata
single	tar-pit	geological-formation	only wordnet
single	tar-pit	land	only sumo
single	tar-pit	natural-depression	only wordnet
single	tar-pit	physical-object	only wordnet
single	tar-pit	place	only sumo
single	tar-pit	yard	only sumo
single	tarn	body-of-water	only wordnet
single	tectonics	cognition	only wordnet
single	tectonics	earth-science	only wordnet
single	tectonics	geophysics	only wordnet
single	tectonics	natural-science	only wordnet
single	tectonics	science	only wordnet
single	temperate-climate	event	only opencyc
single	temperate-climate	situation	only opencyc
single	temperate-climate	weather	only opencyc
single	temperate-zone	geographical-area	only wordnet
single	temperate-zone	physical-object	only wordnet
single	temperate-zone	place	only wordnet
single	temperate-zone	region	only wordnet
single	temperature-inversion	event	only opencyc
single	temperature-inversion	place	only sumo
single	temperature-inversion	process	only wordnet
single	temperature-inversion	situation	only opencyc
single	temperature-inversion	weather	only opencyc
single	terrace	artifact	only opencyc
single	terrace	geographical-area	only sumo
single	terrace	geographical-feature	only wikidata
single	terrace	geological-formation	only wordnet
single	terrace	highland	only wordnet
single	terrace	land	only sumo
single	terrace	natural-elevation	only wordnet
single	terrace	physical-object	only wordnet
single	terrace	place	only sumo
