# QID	depth	note — bounded P279 walks for the economics pack; resolved by exact English label via SPARQL and read against descriptions 2026-09-03
Q1154798	0	stock-split
Q939290	0	share-repurchase
Q471719	0	market-capitalization
Q127473	0	price-earnings-ratio
Q1134378	0	earnings-per-share
Q455422	0	discounted-cash-flow
Q1971641	0	risk-free-interest-rate
Q243460	0	income-statement
Q695430	0	checking-account
Q1148747	1	payment
Q157171	0	renting
Q431965	0	information-asymmetry
Q5507842	0	fulfillment-house
Q651658	0	freight-transport
Q840850	0	freight-forwarder
Q1497006	0	shipment
Q848466	0	courier
Q104954	0	rfid
Q962928	0	stockout
Q14746	0	merkle-tree
Q2007303	0	anti-money-laundering
Q223729	0	white-paper
Q21769973	0	cryptocurrency-mining
Q1869502	0	long-position
Q5358441	0	matching-engine
Q1053747	0	central-counterparty
Q3997173	0	stock-trader
Q1166072	1	financial-transaction
Q317088	0	commodity
Q2424752	1	goods
Q2897903	0	goods-and-services
Q466707	0	economic-utility
Q1415187	0	economic-agent
Q6881511	0	enterprise
Q4830453	1	business
Q167037	0	corporation
Q728646	0	partnership
Q2912172	0	sole-proprietorship
Q381136	0	shareholder
Q852998	0	stakeholder
Q131524	0	entrepreneur
Q3908516	0	entrepreneurship
Q129238	0	startup-company
Q1897397	0	financial-capital
Q990550	0	physical-capital
Q194489	0	salary
Q1527264	0	income
Q200535	0	wealth
Q100348459	0	savings
Q833495	0	consumer-choice
Q605095	0	budget-constraint
Q467092	0	indifference-curve
Q36829	0	pareto-efficiency
Q622657	0	market-failure
Q43637	0	monopoly
Q103639	0	oligopoly
Q183384	0	perfect-competition
Q379579	0	monopolistic-competition
Q1163938	0	barriers-to-entry
Q179216	0	cartel
Q2751358	0	collusion
Q1274157	0	market-power
Q2668479	0	price-war
Q25345707	0	product-bundling
Q695086	0	loss-leader
Q1444631	0	freemium
Q4054833	0	subscription-business-model
Q815823	1	business-model
Q5362092	0	revenue-model
Q16628185	0	value-proposition
Q3394670	1	pricing-strategy
Q2068803	0	penetration-pricing
Q332179	0	price-skimming
Q419681	0	psychological-pricing
Q771334	0	auction-theory
Q3276328	0	bidding
Q13043700	0	bidder
Q614278	0	classified-advertising
Q592614	0	peer-to-peer-lending
Q348303	0	crowdfunding
Q926217	0	microfinance
Q1780900	0	trade-credit
Q140811	0	payment-terms
Q1248158	0	late-fee
Q557715	1	asset-class
Q1572221	0	spot-market
Q2298435	0	futures-market
Q1202993	0	spot-price
Q29432	0	forward-price
Q1929310	0	strike-price
Q898931	0	expiration-date
Q498849	0	underlying-asset
Q845161	0	open-interest
Q913748	0	trading-volume
Q1548784	0	ticker-symbol
Q223371	0	stock-market-index
Q2116228	0	bull-market
Q2486664	0	bear-market
Q6770792	0	market-correction
Q1020018	0	stock-market-crash
Q207781	0	financial-bubble
Q821592	0	dead-cat-bounce
Q780328	0	trading-halt
Q3016945	0	settlement-date
Q2712896	0	netting
Q1542886	0	novation
Q205595	0	collateral-management
Q101428781	0	margin-call
Q169357	0	repurchase-agreement
Q686946	0	securities-lending
Q1166205	0	dark-pool
Q1326063	0	electronic-communication-network
Q1419119	0	market-depth
Q1354947	0	tick-size
Q12568383	0	fill-or-kill
Q2609843	0	stop-loss-order
Q1850816	0	capital-gain
Q3319246	0	capital-loss
Q1901350	0	fair-value
Q1761731	0	book-value
Q3361981	0	intrinsic-value
Q187142	0	time-value-of-money
Q10998070	0	discounting
Q975735	0	par-value
Q1139418	0	credit-spread
Q1050279	0	junk-bond
Q765517	0	credit-rating-agency
